,Comentario
2126,"Un excelente y bonito museo ! Ojalá pronto se pueda interactuar en las áreas de ""interacción ""."
2127,"Excelente lugar, una mezcla de la modernidad del edificio con todas las artes del barroco, se ve que el lugar está concesionado, todo está perfecto felicidades"
2128,"Visita obligatoria, son siete salas con diferentes exposiciones. Unas son permanentes y otras no.
Te sugiero llevar suéter. El aire acondicionado esta muy frío"
2129,Maravilloso lugar para grandes y chicos. Excelente exposición temporal: Da Vinci
2130,"Una verdadera belleza este museo!
Tanto en su arquitectura, como en su contenido, una excelente experiencia de conocimiento del arte barroco"
2131,"Muy bonito aunque exageran los guardias
O sea No puedes señalar las cosas?
Ni que fuera a sacar un láser de mi dedo"
2132,Un gran lugar para aprender y disfrutar el periodo barroco. Gran contraste entre la arquitectura del lugar y lo que expone !
2133,"Es un maravilloso museo, es la mejor época en las distintas artes y tenerlas ahí reunidas es muy bueno."
2134,"El edificio cuenta con amplios espacios y estacionamiento de paga, hay salas de exposición de contenido permanente y temporal, dentro de ellas hay zonas con espacio audiovisual interactivo, además de mini teatros con proyecciones sobre el escenario, cuenta con antigüedades y réplicas de varias obras de arte de pinturas, esculturas, artesanías, instrumentos musicales, tienen tienda de artesanía y baños. Sí se requiere más de dos horas para recorrerlo y aprovechar todo lo que tiene. El personal propio me comentó que en una hora y media lo recorrían pero eso sería sin adentrarse en el material disponible. Seguro disfrutarás del tema por la belleza y que implican todas las obras."
2135,"Muy interesante, excelente que se le abran las puertas a nuevos talentos y un maravilloso recorrido por los diferentes momentos y artes que utilizaron el barroco como medio de expresión. La parte teatral me fascinó."
2136,"Es un museo maravilloso, con obras realmente impresionantes, personal amable y una calidez.
Super recomendable."
2137,"De los mejores museos que hay en México. La colección de barroco, la museografía y la arquitectura del museo (del renombrado arquitecto japonés Toyoo Itō) son excelentes.
Si están en Puebla, no pueden perdérselo."
2138,"Es un museo muy bonito, tiene unas exelentes exposiciones. Las exposiciones del barroco abordan desde la pintura hasta la música, pasando por diversas salas. Recuerda ver las pantallas, la mayoría de ellas son interactivas, no importa si ves una imagen en ella muchas de estas tienen mucha información."
2139,"Un museo imperdible. La museografia ad hoc, las piezas provenientes de buenas colecciones, salas interactivas con información complementaria y un espacio educativo para toda la familia. Sin duda la arquitectura no es lo único impresionante."
2140,"Un museo muy bien cuidado y custodiado, grandes obras de arte si lo saben apreciar"
2141,"Este museo es una joya, desde todos los puntos de vista. Para empezar su arquitectura, su hermosa explanada, y el acervo que está muy bien explicado, si el nombre “barroco” te hace pensar en qué será un museo de cientos de hojas de lectura y videos explicativos tradicionales, estás muy equivocado. Ya que es interactivo en todas sus salas y tiene escenografías muy interesantes."
2142,"Es amplio, hermoso, relajante, con salas especificas para cada expresión del arte, una Sala para Exposiciones Internacionales temporales, precio módico y excelente atención."
2143,Bello lugar para ir con la familia y enriquecerse culturalmente.
2144,Es un excelente museo. Muy bonito e interesante. Hermosas instalaciones y muy buenas exposiciones. Moderno.
2145,"Es uno de los museos más bonitos a lo que he ido. La arquitectura es impresionante al igual que varias de las piezas que alberga.
El guía que le tocó a mi grupo fue super amable, nos explicó todo muy a detalle.
Fue una gran experiencia, vayan."
2146,"La obra es el museo, lo expuesto es de juguete. Si eres arquitecto o interesado en arquitectura es es lugar al que debes ir si están en Puebla."
2147,"Bonito museo, excelente arquitectura, está bastante grande y muy interesante. Suelen traer exposiciones temporales."
2148,Las instalaciones valen cada peso que se gastó el gobierno en su construcción y mantenimiento. Puebla se merece espacios culturales de primer nivel como este.
2149,"Muy bonito museo, muy amplio e interesante, sobre una de las avenidas más grandes de Puebla"
2150,Un exelente lugar lleno de obras para conocer México y su gran cultura
2151,"El Museo como edificio me encanta, fue diseñado por el arquitecto Japonés Toyo Ito, ganador de un Pritzker. Si vas a Puebla vale tomarse tiempo de conocerlo."
2152,"Es un excelente lugar donde puedes aprender muchas cosas de pintores, música, arte en general. La entrada es gratuita los miércoles y domingos. Dentro del museo hace frío así que recomiendo que lleven un suéter o chamarra."
2153,"El lugar muy bonito, el restaurante muy rico y actividades para todas las edades"
2154,"La atención es estupenda, ojalá pueda visitarlo cuando esté controlada la pandemia para disfrutar del material interactivo que por obvias razones está desactivado. 😁"
2155,"La exposición está muy padre, súper completa y con elementos interactivos que ayudan a que no se sienta tan pesada, los trabajadores son muy amables y atentos, el edificio es muy bonito. Lo único malo es que hace mucho frío, pero definitivamente lo recomiendo :3"
2156,"Es un museo relativamente nuevo, muy interesante y tiene algunas exposiciones temporales. Muy bueno para ir con los niños a que conozcan. Tiene diversas salas y cada una te lleva a la siguiente. El edificio es muy bonito por dentro y por fuera."
2157,"Excelente lugar, vale la pena visitar"
2158,"Una experiencia muy bonita! Si te gusta llenarte de nuevos conocimientos acerca de las influencias del mundo sobre nuestro país, te gustará mucho el recorrido.
Conocer la forma en la que se hace la Talavera también es padrísimo.
La sugerencia: apoyar a los artesanos locales ✌🏻❤️"
2159,Museo muy recomendable de visitar. La arquitectura del lugar es muy moderna y bonita. El interior del museo es muy interesante y la gente que trabaja en el lugar es muy amable.
2160,"Un bello lugar, una arquitectura agradable, ademas de las piezas de arte que se encuentran en su interior.
Al finalizar podéis tomar un café o comer algo ahí mismo."
2161,"Excelente, Sábado y domingo entrada gratis.
No dejen de visitar el parque que esta  atras"
2162,Muy bonito y excelente para pasar un día de paseo en museo 🏛
2163,"La Arquitectura del Museo diseñado por Toyo Ito te dejará sorprendido! Cuenta con varias salas que te darán un panorama muy general del barroco en Puebla y el mundo, visítalo con calma ya que es bastante extenso y amerita tiempo para disfrutarlo sin prisas. 🤓😍🤓"
2164,"Una excelente elección.
Un museo de primer mundo. Las salas son de lo más cómodas, la iluminación excelente y las obras son muy buenas.
Es necesario pasar algunas horas para admirar todo el lugar. Pero puedes hacer pausas, salir a la fuente y descansar un momento antes de continuar.
Y el costo de la entrada es de muy buen precio."
2165,"De los mejores museos del país, con gran arquitectura y diseño. Las salas de exposición amplias, agradables y con elementos distintivos del barroco y todo lo que representa. Las exposiciones temporales suelen ser buenas, se puede ver la sala de curación y/o estudio y cuenta con acervo bibliográfico"
2166,"Un museo interactivo muy interesante , agradable y enriquecedor para el conocimiento del arte barroco desde sus inicios."
2167,"Precioso lugar, nada que pedir a ningún museo de Europa , además tiene nueva tecnología súper completo"
2168,"Excelente estado, limpio, organizado y sobretodo grandes exposiciones de temporada"
2169,"Es impresionante la cantidad de pinturas y objetos que tiene. La organización del material, las pantallas interactivas y el cuidado del museo por su personal!"
2170,"Increíble.
La arquitectura, los jardines y las exhibiciones están en excelentes condiciones.
Cada sala expone videos sobre su historia, así como música en algunas de ellas.
Les aseguro qué hay una sala para cada gusto, a mi en lo personal me fascinó la de música.
Pueden llevar a sus pequeñines ya que hay actividades para ellos y sin duda podrán aprender sobre la evolución de la cultura poblana.
Una de las paradas obligatoria, súper recomendable."
2171,Me sorprendió lo bien montado que lo tienen. Mi visita fue en domingo y la entrada fue gratuita
2172,"En realidad le daría 5 estrellas, pero me hubiera gustado ver una sala dedicada a la capilla del Rosario. La sala de ""letras y ciencias"", para mi gusto, se quedó corta. Hay mucho más que decir sobre el barroco. Tenía la esperanza de encontrar en la tienda del museo una gran colección de libros. Pero reconozco que es un museo a la altura de los grandes museos que hay en otros países."
2173,"Para amantes de la arquitectura, musica, pintura o historia. Este museo lo tiene todo. Desde su imponente y armoniosa construccion hasta las exposiciones del interior. La calidad de este museo pasa por el cuidado y detalle en la curación de ls piezas. Una joya en Latinoamerica. Nada que envidiarle a los mejores museos de Europa ni EEUU."
2174,"Un lugar imperdible al visitar puebla, grandes explicaciones y extraordinarias obras."
2175,"Realmente bello este museo, la colección con la que cuenta es muy grande y va desde la pintura, arquitectura, literatura, hasta la música y demás.
Por otro lado, el servicio que se brinda es muy bueno, además de que se hace descuento a estudiantes, profesores y personas de la tercera edad."
2176,Bello y muy buena opción para niños ya que está muy ligero e ilustrativo
2177,"Es hermoso este museo, sin duda tienes que visitarlo"
2178,Es un museo al que necesitas dedicarle más de una hora y media.. Todas las salas están excelentemente organizadas y acomodadas. Es muy interactivo y todo está demasiado impresionante.
2179,"Uno de los museos completos, en cuanto a la exposición que maneja. Aunque quizá un recorrido guiado haría mejor la experiencia. Por lo pronto puedo decir que si lo visitan lo van a disfrutar mucho."
2180,Un lugar bastante moderno y con un aforo excelente para las nuevas formas de convivenvia
2181,"Impresionante lugar, muy accesible el costo con muchas salas para interactuar y conocer de la época. Personal muy amable. 100% recomendable"
2182,"Principalmente hay audiovisuales y réplicas, muy molestos los guardias todo el recorrido. No vale la pena pagarlo pero los domingos es gratis."
2183,"Este nuevo museo internacional lo disfrutan personas de todas las edades, pues cuenta con varias salas de interés, las cuales cada una es bastante interactiva, desde espejos alineados en el piso para disfrutar mejor de las pinturas exhibidas, hasta materiales electrónicos, para que chicos y grandes interactuen y aprendan."
2184,Precioso arquitectura espectacular museografia perfecta interactivo y abarcando todos los aspectos del barroco muuuuy recomendable si vas a Puebla no te lo pierdas
2185,"Es un excelente museo, tiene un decorado increíble, todo esta muy organizado, la arquitectura del mismo es increíble."
2186,La exposición de Leonardo Da Vinci está muy interesante.
2187,"Hermoso lugar, arquitectura de vanguardia, instalaciones de primer mundo y una colección  magnífica, la tienda tiene artículos típicos de Puebla."
2188,"Hay que ser justos. Antes de la pandemia los tours eran interactivos, los empleados te trataban bien, podías hacer el recorrido en calma y a tu antojo. Entiendo las políticas de sanidad, pero en ciertos puntos no se justifica la exageración."
2189,"El museo es muy grande y muy bonito. Las exposiciones temporales tienen un espacio algo reducido pero sobretodo muy oscuro, me sentí muy incómoda ahí.
El resto, la parte permanente es increíble. Es muy amplia y lo mejor es que la experiencia es complementada con proyecciones de video, con pantallas interactivas y algunas también incluyen muestras de audios como ópera y música teatral.
Por la parte de atrás incluso tiene un pequeño lago y la maqueta del centro de la ciudad de Puebla es hermoso porque también lo narran a  través de video.
En general es una experiencia muy buena y que no debes perderte de la ciudad, los días miércoles hay entrada libre y el resto de la semana cuesta 80 pesos."
2190,Es un lugar muy agradable con una arquitectura poco usual y salas con proyecciónes maravillosas
2191,"Espacio con una arquitectura moderna que tiene una sala para el arte de nuevos creadores,  otra para exposiciones temporales y la exposición con la cual obtiene su nombre y en donde te explican las bases y como llego y se desarrolló el Barroco en México.
Existe estacionamiento y hay espacios para descansar un poco hacia terraza exterior o un patio interno con una fuente muy particular"
2192,"Gran infraestructura cultural, única en el país,  con un gran acervo, con mucha interactividad. El periodo al que está dedicado, de los más fecundos en la historia de la humanidad,  lugar que no debes dejar de visitar."
2193,Lugar maravilloso caminar por sus salas y poder ver las obras de arte expuestas valen la visita a este museo
2194,"Uno de los lugares más hermosos que he visto. El edificio, el contenido, la historia, lo que aprendes, una experiencia única y está en México!! Imperdible."
2195,"Hermoso lugar, dedíquense al menos 3 horas para disfrutarlo. Hermosa arquitectura."
2196,"Un lugar increíble lleno de historia, lo recomiendo ampliamente para llenarse de cultura, vale la pena cada sala y los diferentes recorridos,  recomiendo interactuar con las exposiciones, en lo personal disfrute mucho la sala de música, se puede aprender bastante y es muy visual todo el recorrido"
2197,"El edificio es simplemente espectacular. Las instalaciones de primera, las exposiciones temporales super bien elaboradas.
La Expo permanente increíble. Es cierto que les hacen falta muchas más piezas pero seguro con el tiempo irá creciendo la colección, vale la pena mucho"
2198,"Excelente servicio y calidad, los precios son accesibles! Lo deben de visitar! No se van a arrepentir!"
2199,"Uno de los mejores museos de México y el mejor de puebla, tiene grandes obras de arte y la arquitectura del edificio favorece mucho a el tío de arte exhibido"
2200,"El museo es una verdadera belleza, el trabajo que se realiza para el mantenimiento y cuidado de las obras es impresionante. La arquitectura en sí, es una obra bellísima además del espacio que le rodea, he ido en distintas ocasiones y la última,  me cobraron $80 de entrada con un ticket de $40 ""porque no tenían tickets de 80"". Es una bella experiencia visitar el Museo :)"
2201,"Arquitectura muy impresionante. El contenido muy bien organizado, arte barroco para quien le interese. Atención muy amable de todos desde la entrada, en las salas y al salir."
2202,"Tiene excelentes instalaciones, las exposiciones son maravillosas, muy recomendable para venir a dar una vuelta, aunque hay salas vacías  las que están con pinturas son maravillosas expresan muy bien el arte barroco.
PS. No pueden tomar fotos ni por afuera (las que conseguí son sin permiso)
PS.2. Venir los miércoles, es gratis."
2203,"El diseño vanguardista resalta en el contexto, ideal para fotografías, el acervo es lamentablemente limitado pero está bien ordenado y se puntualiza lo relevante, lo que hace que recuerdes ciertos puntos sobre todo el material audiovisual, los domingos es entrada gratis!"
2204,"Lindo lugar con una vista espectacular, las piezas que tiene el museo entre juegos interactivos y la maqueta de Puebla lo hacen un lugar muy agradable para conocer un poco el movimiento del arte barroco, solo que muchas obras son replicas y el contenido de piezas (pinturas, esculturas, objetos de la época, vestuario, joyería) es muy poco."
2205,"Una obra maestra de la arquitectura solo que fue un robo su costo, obra faraonica además de carecer de un acervo propio saqueo otros museos espero que el gobernador en turno le de vida"
2206,"Es uno de los mejores museos de todo México, cada una de las salas son sorprendentes y te dejaran con mas ganas de seguir el recorrido.
Si en una ocasión visitas Puebla, debes venir a este lugar."
2207,"Un museo increíble, lleno de exposiciones fijas y temporales, tiene una arquitectura impresionante y es un muy buen lugar para ir a apreciar un poco de arte"
2208,"Precioso lugar, te transporta a otra época y cuenta con información y ejemplares muy valiosos"
2209,"El museo es muy grande y bonito siento que le falta más.cosas por mostrar , algo que solo esté en ese museo o traer una obra única de otra parte del mundo y no solo una representación"
2210,"Uno de los tres mejores museos de México, muy recomendable"
2211,Una belleza de lugar
2212,"Un espacio Arquitectónico para presumir, una gran experiencia"
2213,Es una experiencia que abarca todos los sentidos.para neofitos una impresión interesante. Para conocedores del barroco un deleite
2214,Visitarlo con la exposición de Leonardo Da Vinci fue una experiencia genial!
2215,Segunda vez en visitarlo. Hermosa toda la historia que muestran.
2216,"Excelente lugar!!!
Calidad, categoría y la exposición de 10.👌🏼"
2217,"Las nuevas exposiciones son buenas, actualmente está códices. Solo que esas salas están muy frías 18 grados"
2218,"Un lugar que te provoca muchas sensaciones, empezando por la arquitectura, los espacios están muy bien diseñados y las exposiciones están llenas de piezas muy interesantes."
2219,Me gusta muchísimo
2220,Hermoso museo.
2221,Bonito pero no te permiten el ingreso en la parte de afuera de las instalaciones con mascotas
2222,"Un excelente Museo,  su museografía muy bien, los espacios son amplios y muy limpios, todo el personal muy amable, y sus colecciones valen mucho la pena visitarlas.
La exhibición del Maestro  Visu es hermosa y sus cuadros invitan a leer sobre su técnica."
2223,"Que bonito museo, sigue muy bien conservado, el personal muy amable y atento"
2224,Un lugar espléndido para apreciar el arte. La  exposición de Leonardo da Vinci 500 años algo verdaderamente excepcional.
2225,"Esta muy bonito el Museo, solo que se me hace un poco excesivo el precio de $80 pesos para el acceso"
2226,"Muy bonito lugar, buenas exposiciones, su cafetería tiene unos muy buenos churros. Desafortunadamente por la tercera ola de covid está cerrado temporalmente"
2227,Excelente museo. Una obra de arte por dentro y por fuera.
2228,"Un hermoso museo con grandes exhibiciones. Se tiene que ser paciente puesto qué hay muchas cosas que admirar pero con la cantidad de personas que lo visitan, vuelven lenta la tarea. El personal de seguridad no da muchas razones sobre el por que ni usar bolsas en la parte trasera, supongo que para no tirar nada, aunque no hay nada que tirar."
2229,"Es un museo muy moderno, con un diseño muy bonito ubicado junto a un parque muy grande y bonito.
Las exposiciones son muy interesantes, vale mucho la pena ir con la familia y con disposición a conocer.
Tiene espacio de estacionamiento con costo de $15 pesos.
También tiene un restaurante."
2230,"Una visita obligada si visitan Puebla, como su nombre lo dice, es de exposiciones del estilo Barroco, cuenta con 7 salas permanentes así como exposiciones temporales. Dentro del museo hay un restaurante y una tienda para souvenirs. Los horarios son de martes a domingo y cierran a las 7. Cuenta con estacionamiento."
2231,"Bonitas instalaciones, museo moderno, explicación sencilla de la historia del arte barroco."
2232,"Muy buen e interesante museo, solo poca atención del personal."
2233,"Ufff esta increíble este museo, además de conocer en abundancia sobre el barroco, el edificio que alberga este museo es muy interesante, Si vas a Puebla tienes que visitarlo, lo recomiendo totalmente."
2234,"Un lugar donde podemos dar una mirada a l época Barroca y conocer más sobre la ciudad de Puebla, impresionante la maqueta iluminada de la ciudad"
2235,Vistas inolvidables y buenos lugares para una buena foto 😎 te recomiendo llevar lentes negros lleve mi INE y no me cobraron NADA LA ENTRADA
2236,Muy buen lugar y si compras el recorrido se aprovecha completamente toda la historia
2237,Es un must si viajas a puebla
2238,"Un museo extraordinario. Digno de una visita con tiempo. La arquitectura es increíble. La calidad de las instalaciones. La limpieza y el orden, es para sentirse orgullosos. Felicidades Puebla! 👏"
2239,"El arquitecto Toyo Ito realizó un gran trabajo al diseñar este museo, la manera en que se recorre el museo es interesante y diferente debido a que combina piezas de arte barroco dentro de la salas y espacios abiertos con fuentes.  El contenido de las piezas puede competir con el Franz Mayer de la CDMX, sin embargo, al ser un edifico que esta diseñado específicamente con la finalidad que cumple le permite mostrar las piezas de mejor manera. Además las pantallas le agregan un toque interactivo que atrae la atención de los niños y los vídeos que proyectan en cada sala son ilustrativos."
2240,"Un muy bonito lugar, el estacionamiento a buen precio.
El arte ahí mostrado es bastante ilustre."
2241,"Espectacular conocer la cultura Barroca, en un venue precioso que es una obra de arte con un restaurante Gourmet: arte, cultura y Gastronomia"
2242,"Un museo muy bonito y diferente a lo normal el cual rompe el estereotipo de museo en el cual solo vas a ver pinturas en la pared.
Este cuenta con arte interactivo en el cual puedes jugar y ver un poco más de información sobre todo el movimiento barroco, aunque lastimosamente todo esto está prohibido por la situación actual pero esto no descarta la visita al mismo ya que cuentan también con maquetas de la ciudad de Puebla, videos muy entretenidos con respecto al barroco y objetos de la época.
Todo el recorrido puede durar desde 1 hora hasta hora y media, dependiendo del interés.
Y este cuenta con ecoparque muy grande a espaldas del museo el cual es muy bonito."
2243,"El lugar es hermoso, super confortable e interesante, recomiendo conseguir visita guiada para comprender el porqué de la estructura y estilo del museo además de todas las obras barrocas que encuentras dentro.

¡100% recomendado !"
2244,Increíble museo. Con exposiciones muy interesantes del barroco y con espacios muy bellos para estar.
2245,"Muy mala experiencia, demasiado impersonal, somos un grupo de 20 y todos están molestos, el personal no te deja disfrutar de las piezas, no conocen ningún dato de lo que se expone, algunas personas tenían que acercarse a las fichas técnicas, porque no se pueden leer a simple vista y fueron molestados por el personal. No volvemos a venir, es la primera vez que llego a un museo de México y a los 5 min ya queria irme, lo único salvable son las piezas pero no te permiten disfrutarlas. Todo esta organizado para salir lo más rápido posible"
2246,"Excelente museo, muy bonito, bien cuidado, limpio, excelentes salsa de video y acústica, excelente ubicación, ve con tu familia en fin de semana o entre semana y disfruta de las sensacionales y variadas exposiciones que esté museo te brinda. Que lo disfrutes!"
2247,Uno de los mejores museos del país sumamente recomendable.
2248,Uno de los mejores museos de México sin duda. Arquitectura moderna con arte antiguo. Agradable
2249,"Interesante y amplia exposición barroca, inmersiva, de talla internacional.
Muy recomendable."
2250,"Increíble visita. Gran museo interactivo, muy inovador y excelente arquitectura."
2251,"Gran lugar , ya es un imperdible de la Cd. de PUEBLA. El precio normal es de $80.00 mxn pero hay días y eventos específicos donde la entrada es gratuita, el mismo guardia del estacionamiento te puede informar."
2252,"Súper interesante lo exhibido, el edificio genial y una visita obligada para todo el que se diga Buen Poblano."
2253,Fui a ver la exposición de Leonardo Da Vinci
2254,Hola mi experiencia son los buenos recuerdos que Google guarda para mí estoy muy satisfecho
2255,"Un excelente museo para conocer  el arte barroco, enfocado en Puebla, pero con una colección que abarca material de otras regiones e incluso países. El contraste es increíble con el edificio moderno en el que se encuentra ubicado."
2256,"Fuimos en dos ocasiones y no nos permitieron ingresar por un ""evento privado"". No dieron previo aviso sobre este evento y nadie nos dio respuesta en el museo para remediar la situación."
2257,"Hermoso!!! Arquitectura espectacular, Leonardo Da Vinci imperdible."
2258,"Toman las medidas necesarias por pandemia. El museo tiene una colección muy interesante, explican las diferentes etapas del barroco, sus características y personajes representativos. Las instalaciones están en muy buen estado, limpio y buena atención del personal."
2259,Súper museo..... muy completo y muy recomendable
2260,La gente que lo cuida es muy pasada grosera y se inventan reglas que no existen pura copia en fotos  de otros lugares que están los originales la verdad no me dejo nada bueno...
2261,"Majestuoso por excelencia, lleva tiempo para poder apreciar en su totalidad todas las piezas que se exhiben en este museo. Felicitaciones en la seguridad y limpieza de los baños, ademas de una excepcional comida en su restaurante."
2262,"Las exposiciones son interesantes, sin embargo los descuentos de las entradas para estudiantes me parecen una burla, pues solo son del 10%. Así, cómo se acerca la cultura a aquel sector de la población que aún no tiene ingresos propios o a aquellas familias que quieren promover en sus hijos el gusto y el aprecio por el arte o el conocimiento."
2263,"Muy cool, limpio, muy buena atención de parte del personal, la expo permanente muy buena, el edificio está padrísimo, hay muy poca gente por lo que el acceso es muy rápido y el recorrido es muy placentero, lamentablemente por la pandemia las partes interactivass no se pueden usar.
Una buena experiencia."
2264,"Excelente arquitectura por el maestro japonés Toyo Ito, y la museografía de 1er nivel, totalmente recomendable."
2265,"Excelente visita, los domingos son gratis, visitarlo un día con suficiente tiempo para ver todas las salas 👌🏽"
2266,"Excelente museo, lo recomiendo ampliamente, para conocer acerca del arte barroco en todo el mundo y en México. Lo malo es que por la contingencia sanitaria, no se pueden usar las herramientas interactivas."
2267,"Increíble
Hermoso
Un lugar perfecto para pasar un día familiar"
2268,Excelente exhibición y su personal muy preparado y amable
2269,"Estuvo bien. Es la segunda vez que lo visito. Por cuestiones de pandemia varias actividades interactivas están canceladas. Prácticamente tienes el museo para ti sólo. El contenido del museo es muy bueno, si es tu primera vez aprenderás mucho y quedaras sorprendido."
2270,"Es un museo muy interesante, con representaciones muy claras de ese periodo, tanto a nivel nacional como internacional"
2271,"La arquitectura del lugar realmente espectacular
Las salas y exposiciones muy bien lo incómodo es por la pandemia está limitado un poco disfrutar ampliamente las obras pero muy recomendable
Su tienda museo muy bonita y con mercancía muy oportuna y bonita"
2272,"Dinámico, interactivo, divertido y muy interesante, es sin duda una increíble opción para esa sed de cultura y aprendizaje, recomendable ampliamente si estás en la zona de Angelópolis y si me permites darte un tip, visitalo pasando las 2 de la tarde..."
2273,"Museo interactivo acerca del arte barroco en sus diversas manifwstacionwa, muy bien organizado y fácil de recorrer y entender las exposiciones, muy interesante"
2274,"Una parada obligada en Puebla actualmente, un estupendo equilibrio entre modernidad  y naturaleza. La fachada exterior e interior es hermosa, los tonos modernos y relajantes & las exposiciones un deleite para la vista."
2275,"Un museo que hay que visitar, realmente se disfruta, de preferencia contratar un guía ya que hay muchos detalles que ellos platican que permiten comprender los periodos y los puntos finos."
2276,"Este es uno de los museos más modernos y nuevos de América Latina, aquí puedes encontrar mucha información sobre el barroco, uno de los periodos de arte más importantes de la historia de México. Bonitas piezas e interacción."
2277,"Es bastante interactivo, tiene diseños e ideas que no encuentras en cualquier otro museo."
2278,"No alcance a visitar la exhibición de Da Vinci, de hecho la estaban desmontando. Sin embargo la exhibición permanente  bastante pobre, lamentable. Ya no están las piezas que presto Franz Meter, tampoco los libros de la palafoxiana ni algunos cuadros que había de la catedral. En resumen no concuerda el valor arquitectónico  del edificio con el contenido del museo. Sirva este comentario para que los encargados del museo inyecte recursos en los proyectos y que estén a la altura de la construcción y sus visitantes, sean locales o extranjeros."
2279,"Un museo muy bueno , salas muy interesantes , elegantes y un recorrido genial"
2280,Hermoso lugar.  Interesante exposición.  Excelente lugar para adquirir cultura.  A mi gusto el precio esta sobre estimado un 50%  pero aun así es recomendable
2281,"Excelente espacio interactivo. Con eso ya valió la visita a Puebla. Está limitado por la pandemia, sin embargo, con todo y eso hay que visitarlo."
2282,Es uno de los mejores museos que se encuentra en Puebla capital y los domingos es gratis al igual que el estacionamiento
2283,"Uno de los mejores museos de México, extraordinario, museografía espectacular, un gran lugar"
2284,El museo presenta una arquitectura moderna Mientras que en su interior alberga preciosas muestras de arte del barroco.
2285,Es una experiencia única... Aprendí mucho y lo mejor de todo es que el recorrido tiene un tiempo de 2 a 3 horas más o menos... Dependiendo de que explores bien el lugar...
2286,"Un museo muy lindo para ir con la familia, recomiendo los domingos ya que la entrada es libre, te la pasas bien y hay obras muy bonitas"
2287,"Hermoso museo, impresionantes colección y arquitectura. Muy recomendable salvo por la tienda."
2288,"un museo espectacular,  exposición exquisita,  espacio moderno y amplio.
con espacios interactivos y mucha tecnología!
parada obligada!
el restaurante es el toque perfecto en la visita.
los miércoles la entrada es gratuita!"
2289,Me parece muy interesante todas las obras de arte que exponen.
2290,Moderno y fascinante museo con historia de Puebla y arquitectura increíble.
2291,"Muy bello museo, explicativo moderno, le falta uno que otro detalle pero en general muy buena la experiencia."
2292,"Buen lugar, buenas exposiciones.
Pero la permanente le falta ser más dinámica"
2293,Excelente museo en calidad de contenido y personal de guías muy capacitados.
2294,"Excelente Museo, buen trato y amable el personal encargado"
2295,"Una pieza bastante variada, buena arquitectura, un museo bastante distinto."
2296,"Excelente atención del personal, y la exposición super."
2297,Todo muy bonito tanto el museo como su arquitectura así mismo el parque que está saliendo del museo muy bonito todo
2298,Excelente espacio arquitectónico y cultural. Obligado para estudiantes y amantes de las bellas artes!
2299,"Este museo es impresionante, necesitas asistir con bastante tiempo para admirar todo lo que te ofrece, es indicado para ir con la familia y amigos, tiene una fachada muy atractiva que simula el movimiento ya que es muy importante en este estilo barroco, tiene zonas interactivas y con una extenza información para que puedas aprender de cada pieza, la seguridad es muy buena sin mensionar que este lugar a ganado premios de manera internacional real mente no les quisiera comentar tanto lo que hay en el interior ya que es una experiencia que se tiene que vivir por usted mismo, se que no se arrepentirá de ir ya que es un lugar lleno de cultura general que nunca esta de mas aprender para tener algún tema de conversación, real mente espero que puedas asistir a este sitio tan fascinante :)"
2300,Esta bien para ir a pasar el rato y apreciar el arte que este ofrece. Cuenta con estacionamiento y solo te cobran 15 pesos. Los miércoles es entrada libre
2301,Excelente lugar para visitar muy amplio
2302,"Impresionante exposiciones, un recorrido extenso pero genuino!"
2303,"La arquitectura del lugar es bastante prometedefora. Si te gusta la fotografía, seguro te sobrará qué fotografiar. El costo es de apenas $80 MXN por adulto.

El gran problema, llegar en transporte público desde el centro de Puebla, es complicado; recomendaría ampliamente Uber o Cabify."
2304,"Museo interesante, la calidad de las exposiciones es decente. Bastante admirable el trabajo arquitectónico de Toyo Ito"
2305,Padrísima la museografía y lugar obligado para conocer más sobre el Barroco! Recomiendo ir con tiempo para recorrer todas las salas con calma.
2306,Muestra el estilo artístico Barroco a través de la historia y sus diferentes campos. Si vas a Puebla si vale la pena visitar este lugar. Actualmente los miércoles no cobran.
2307,"Una excelente ventana a todas las expresiones artísticas, científicas y literarias de la época. Una pena que por la pandemia las actividades interactivas estén restringidas por la pandemia."
2308,"Es muy extenso y se disfruta cada momento al pasar por las diferentes salas, donde encontrarán además de exposiciones, también islas interactivas que hará más rica la experiencia."
2309,"Un museo muy completo, interesante, moderno y con una excelente arquitectura, los miercoles el acceso es libre"
2310,"Extraordinaria exposición de códices, muy recomendable, las instalaciones son innovadoras, el servicio del personal muy bueno."
2311,Definitivamente una visita obligada
2312,excelente museo tiene muy buenas pinturas y muy interesante
2313,"Es una bella arquitectónica por el arquitecto Toyo Itō super minimalista por fuera con exposiciones barrocas de todos los géneros artísticos. No pueden dejar de ir, de lo más recomendable y de las mejores construcciones de México actualmente. Los domingos es gratis la entrada."
2314,El edificio es muy interesante y la exposición permanente genial
2315,Es un hermoso museo que alberga  las mas bellas piezas del arte barroco
2316,"Es taaan el gusto kitsch de Moreno Valle. Es la segunda vez que voy, paseando visitas. Todo es en vez de. Incluída la expo de Da Vinci, puro show. El edificio es lo que vale la pena, la tienda y el personal que es muy atento y eficiente. Para ir una vez y conocer, está bien. Las piezas bellas y valiosas deberían haber permanecido en el M. Bello. El saqueo fue brutal. En fin! Del PAN no espero más. Nunca han sido sensibles culturalmente."
