,teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,email,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
370,65,Teatro Jaime Torres Bodet,1991-12-31,Ayuntamiento de Guadalajara Dirección General de Cultura,Av. España 2020<br>Interior de la Plaza del Arte,Col. Moderna,44150,(33) 1201 8741,,,0.0,0.0,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=65,2010-03-11T18:20:44-06:00
371,352,Teatro Guadalajara,1962-06-01,Instituto Mexicano del Seguro Social (IMSS),Av. 16 de Septiembre 868,Col. Centro,44100,(33) 3650 0423, http://fidteatros.com.mx/new_site/category/teatros/teatro-guadalajara,teatrogdl2016@gmail.com,0.0,0.0,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=352,2016-12-07T12:42:01-06:00
372,595,Teatro Diana ,2005-02-04,Universidad de Guadalajara,Av. 16 de Septiembre 710,Centro,44460,(33) 3614 7940 ext. 108,http://www.teatrodiana.com,svalencia@teatrodiana.com,20.66547,-103.34927,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=595,2016-07-20T12:13:17-05:00
373,353,Teatro Sala Higinio Ruvalcaba,1972-12-31,Secretaría de Cultura del Gobierno del Estado de Jalisco,Av. Juárez 638,Centro,44100,(33) 3030 1350,http://cultura.jalisco.gob.mx,,0.0,0.0,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=353,2010-03-12T15:08:07-06:00
374,971,El Embarcadero Foro Escénico,1000-01-01,,Hospital 806,Col. Artesanos,44200,33 1919 1769,,,20.68532,-103.35315,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=971,2021-05-21T04:14:05-05:00
375,949,Foro Periplo,2015-03-05,Centro Cultural Independiente,Prisciliano Sánchez 790,Centro,44100,(33) 1593 2578,https://www.elperiplo.com/foro,foroperiplo@gmail.com,20.67284,-103.35732,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=949,2020-06-26T13:58:06-05:00
376,840,Teatro Vivian Blumenthal,2012-12-01,Universidad de Guadalajara,Tomás V. Gómez 125 entre Justo Sierra y Av. México,Col. Ladrón de Guevara,44600, (33) 1813 7566,https://www.facebook.com/teatrovivianblumenthal.gdl/timeline,teatro.vivianblumenthal@gmail.com,20.67854,-103.38291,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=840,2016-11-03T09:28:42-06:00
377,317,Teatro Griego,1958-09-12,Benemérita y Centenaria Escuela Normal de Jalisco,Prol. Alcalde 1190,Col. Sector Hidalgo,44270,(33) 3853 8129,http://bycenj.itgo.com,,0.0,0.0,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=317,2010-03-08T18:39:03-06:00
378,665,La Casa Suspendida. Teatro Café ,2007-11-01,Independiente,Av. Alcalde 830,Centro,,(33) 1593 7072,https://casasuspendida.wordpress.com/,lacasasuspendida@gmail.com,0.0,0.0,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=teatro&table_id=665,2014-11-28T15:42:03-06:00
379,619,Teatro de Atequiza,1886-01-01,Dirección de Cultura,López Cotilla 99,Centro,45860,(376) 737 23 75,,irmaegomar_n@hotmail.es,0.0,0.0,14,44,2,Jalisco,Ixtlahuacán de los Membrillos,Atequiza,http://sic.gob.mx/ficha.php?table=teatro&table_id=619,2016-07-13T12:27:53-05:00
380,106,Teatro José Rosas Moreno,1907-08-06,Ayuntamiento de Lagos de Moreno,Rosas Moreno 320,Centro,47400,474 746 58 87,,direcciondecultura@outlook.com; cultura_lagos@hotmail.com,0.0,0.0,14,53,1,Jalisco,Lagos de Moreno,Lagos de Moreno,http://sic.gob.mx/ficha.php?table=teatro&table_id=106,2021-10-05T13:14:43-05:00
381,103,Teatro al Aire Libre Lagos de Moreno (IMSS),1968-07-01,Centro de Seguridad Social del IMSS,Hernando de Martell 65,Centro,47400,(474) 742 03 03,,,0.0,0.0,14,53,1,Jalisco,Lagos de Moreno,Lagos de Moreno,http://sic.gob.mx/ficha.php?table=teatro&table_id=103,2009-10-05T12:45:49-05:00
382,710,Teatro Vallarta,2010-03-10,"Arte, Canto y Cultura de Méxco, S.C.",Uruguay 184,5 de Diciembre,48350,(322) 222 45 25,http://www.teatrovallarta.com,sluna@teatrovallarta.com,20.61701,-105.23113,14,67,1,Jalisco,Puerto Vallarta,Puerto Vallarta,http://sic.gob.mx/ficha.php?table=teatro&table_id=710,2017-10-06T21:49:48-05:00
383,823,Teatro al aire libre Parque Lázaro Cárdenas,1000-01-01,Ayuntamiento de Puerto Vallarta,Pino Suares s/n entre Lázaro Cárdena y Francisco I. Madero,Col. Emiliano Zapata,48380,(322) 113 01 07,,institutoculturalpv@gmail.com,20.6036,-105.23726,14,67,1,Jalisco,Puerto Vallarta,Puerto Vallarta,http://sic.gob.mx/ficha.php?table=teatro&table_id=823,2014-10-24T08:28:58-05:00
384,104,Teatro al aire libre Foro Aquiles Serdán,1979-01-01,Ayuntamiento de Puerto Vallarta,"Morelos s/n, andador del Malecón",Centro,48380,(322) 113 01 07,,institutoculturalpv@gmail.com,20.60885,-105.23606,14,67,1,Jalisco,Puerto Vallarta,Puerto Vallarta,http://sic.gob.mx/ficha.php?table=teatro&table_id=104,2017-06-18T22:53:55-05:00
385,625,Teatro Tamazula Margarita Moreno,2007-01-01,Comité del Teatro Tamazula,Mina y Ocampo,Centro,49650,(358) 416 34 44,http://www.visitatamazula.com,grupo_empresarial200@hotmail.com,0.0,0.0,14,85,1,Jalisco,Tamazula de Gordiano,Tamazula de Gordiano,http://sic.gob.mx/ficha.php?table=teatro&table_id=625,2017-10-06T21:10:17-05:00
386,102,Teatro Galerías,1991-08-29,"Actors Studio, S.A. de C.V.",Av. Lapizlázuli 3445 entre Mariano Otero y Av. Lopez Mateos,Col. Residencial Victoria,44550,33 3631 0708,http://www.teatrogalerias.net,teatrogalerias@hotmail.com,20.64602,-103.4047,14,120,1,Jalisco,Zapopan,Zapopan,http://sic.gob.mx/ficha.php?table=teatro&table_id=102,2021-10-05T13:04:58-05:00
387,881,Foro Sidral Aga,2016-01-16,Palacio de la Cultura y la Comunicación,Av. Central Guillermo González Camarena 375,Col. Residencial Poniente,45136,(33) 9690 9000,http://www.palcco.com/,consuelo.perez@palcco.com,20.72607,-103.43078,14,120,1,Jalisco,Zapopan,Zapopan,http://sic.gob.mx/ficha.php?table=teatro&table_id=881,2016-07-01T09:56:19-05:00
388,941,Teatro Moncayo,1000-01-01,Palacio de la Cultura, Av. Central Guillermo González Camarena núm. 375 ,Col. Poniente,45136, (33) 9690 9000,http://www.palcco.com/teatro-moncayo/,info@palcco.com,20.72574,-103.42983,14,120,1,Jalisco,Zapopan,Zapopan,http://sic.gob.mx/ficha.php?table=teatro&table_id=941,2018-10-15T04:38:42-05:00
389,684,Foro del Ángel,2009-11-20,,Av. López Mateos Sur 2077 esq. Cubilete,Col. Chapalita,44500,33 2790 5777,,forodelangelgdl@gmail.com,20.72056,-103.38833,14,120,1,Jalisco,Zapopan,Zapopan,http://sic.gob.mx/ficha.php?table=teatro&table_id=684,2021-01-25T09:08:25-06:00
390,263,Teatro del Pueblo,1951-01-01,Ayuntamiento de Atlacomulco,Av. Hidalgo Sur 8,Centro,50450,(712) 122 11 44,,dif@atlacomulco.gob.mx,19.79862,-99.87327,15,14,1,México,Atlacomulco,Atlacomulco de Fabela,http://sic.gob.mx/ficha.php?table=teatro&table_id=263,2017-07-12T13:57:02-05:00
391,751,Teatro Auditorio Humberto Vidal Mendoza,2018-11-01,Escuela de Bellas Artes,Av. de las Torres,Col. Saraperos,15520,,,,19.41804,-98.98445,15,31,1,México,Chimalhuacán,Chimalhuacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=751,2021-01-25T09:18:21-06:00
392,730,Teatro del Parque Interlomas,2011-01-01,Theatre Properties,Av. Jesús del Monte 41,Col. Hacienda de las Palmas,52764 ,55 5247 3838 ext. 3,http://www.teatrodelparque.mx/,,0.0,0.0,15,37,1,México,Huixquilucan,Huixquilucan de Degollado,http://sic.gob.mx/ficha.php?table=teatro&table_id=730,2021-11-29T03:41:14-06:00
393,129,Cine Teatro Profra. Celia Zedillo de Pedroza,1000-01-01,DIF Municipal,Allende s/n,Centro,,(712) 123 01 84,,,0.0,0.0,15,48,1,México,Jocotitlán,Ciudad de Jocotitlán,http://sic.gob.mx/ficha.php?table=teatro&table_id=129,2010-04-12T14:19:35-05:00
394,700,Foro Cultural Tiempo y Espacio Thaay,2015-06-01,Secretaría de Cultura del Estado de México,Calle Artesanos 2,Centro Lerma De Villada,,(728) 282 36 12,http://thaay.lerma.gob.mx,tiempo.espacio.thaay@hotmail.com,19.28555,-99.51163,15,51,1,México,Lerma,Lerma de Villada,http://sic.gob.mx/ficha.php?table=teatro&table_id=700,2017-09-04T09:30:11-05:00
395,697,Teatro Municipal  'Malinalxóchitl',2019-05-03,Ayuntamiento de Malinalco,Morelos 10,Centro,52440,,,,18.94976,-99.49668,15,52,1,México,Malinalco,Malinalco,http://sic.gob.mx/ficha.php?table=teatro&table_id=697,2021-10-04T06:46:07-05:00
396,882,Teatro Metepec,1000-01-01,"Centro Educativo Pedagógico Educare, S.C.",Miguel Hidalgo 917,Col. La Providencia,52172,(722) 237 38 84,https://www.culturarte.org/ubicacionteatrometepec; https://www.facebook.com/teatrometepec/,contacto@culturarte.org,19.26407,-99.60486,15,54,1,México,Metepec,Metepec,http://sic.gob.mx/ficha.php?table=teatro&table_id=882,2019-06-24T05:05:16-05:00
397,253,Teatro Cuauhtémoc IMSS Naucalpan,1963-07-28,Instituto Mexicano del Seguro Social (IMSS),Av. Jardín s/n,Col. San Bartolo,53000,(55) 5357 1114,http://www.fidteatros.com.mx/,gabriela.salgado@imss.gob.mx,19.47475,-99.23062,15,57,1,México,Naucalpan de Juárez,Naucalpan de Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=253,2017-05-25T12:37:12-05:00
398,680,Nuevo Teatro Las Torres,1990-03-09,,Av. Circunvalación Ote. 10,Cd. Satélite,53100,(55) 5393 0646,,,19.49995,-99.23374,15,57,1,México,Naucalpan de Juárez,Naucalpan de Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=680,2015-06-10T07:31:02-05:00
399,682,Teatro de la Ciudad Bicentenario,2009-11-22,Ayuntamiento de Naucalpan de Juárez/Dirección de Cultura y Parque Naucalli,Av. Juárez 39,Fracc. El Mirador,54300,55 5371 8300,,redes@naucalpan.gob.mx,19.47756,-99.23404,15,57,1,México,Naucalpan de Juárez,Naucalpan de Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=682,2020-12-10T03:46:01-06:00
400,131,Teatro Javier Barros Sierra,1984-09-01,UNAM/FES Acatlán,Av. Alcanfores y San Juan Totoltepec s/n,Col. Santa Cruz Acatlán,53150,(55) 5623 1556,,cultural@apolo.acatlan.unam.mx,19.48564,-99.24844,15,57,1,México,Naucalpan de Juárez,Naucalpan de Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=131,2016-08-19T14:03:29-05:00
401,956,Teatro El Soñario,1000-01-01,,Av. Adolfo López Mateos 480,Col. Agua Azul,57510 ,55 6221 1715,,lateteracasadelarte@yahoo.com.mx,19.40748,-99.02475,15,58,1,México,Nezahualcóyotl,Ciudad Nezahualcóyotl,http://sic.gob.mx/ficha.php?table=teatro&table_id=956,2021-09-14T07:05:59-05:00
402,650,Teatro Centenario,1910-09-16,Ayuntamiento de Nicolás Romero,Av. 16 de Septiembre 50,Centro,54400,(55) 1660 5324,,cuimbae@hotmail.com,19.6231,-99.31666,15,60,1,México,Nicolás Romero,Ciudad Nicolás Romero,http://sic.gob.mx/ficha.php?table=teatro&table_id=650,2016-08-08T10:11:47-05:00
403,58,Teatro Juárez,1907-02-05,Ayuntamiento de El Oro,Av. Juárez s/n,Centro,50600,(711) 125 08 82,,turismoycultura@eloromexico.gob.mx,0.0,0.0,15,64,1,México,El Oro,El Oro de Hidalgo,http://sic.gob.mx/ficha.php?table=teatro&table_id=58,2021-08-31T07:03:38-05:00
404,833,Teatro Sor Juana Ines de la Cruz,2014-12-01,Gobierno del Estado de México,Av. Panteón Viejo 201,Col. San Nicolás,52104,(728) 288 06 46,,,0.0,0.0,15,76,1,México,San Mateo Atenco,San Mateo Atenco,http://sic.gob.mx/ficha.php?table=teatro&table_id=833,2015-01-22T14:01:04-06:00
405,85,Teatro Principal de Tenango del Valle,1927-05-10,DIF Municipal,Plaza de la Constitución 101,Centro,52300,(717) 104 25 53,,,0.0,0.0,15,90,1,México,Tenango del Valle,Tenango de Arista,http://sic.gob.mx/ficha.php?table=teatro&table_id=85,2017-01-31T13:00:55-06:00
406,130,Teatro al Aire Libre El Caracol,1995-01-01,Secretaría de Cultura del Estado de México,Av. Ferrocarril s/n,Col. Nepantla,56890,597 976 17 13,,,0.0,0.0,15,94,1,México,Tepetlixpa,Tepetlixpa,http://sic.gob.mx/ficha.php?table=teatro&table_id=130,2021-09-01T08:47:57-05:00
407,924,Teatro al Aire Libre del Centro Regional de Cultura de Texcoco,1974-03-02,Secretaría de Cultura y Deporte del Estado de México/Centro Regional de Cultura de Texcoco,Av. Nezahualcóyotl 215,Centro,56100,(595) 954 59 63,,texcocoimc@yahoo.com.mx,19.51373,-98.87975,15,99,1,México,Texcoco,Texcoco de Mora,http://sic.gob.mx/ficha.php?table=teatro&table_id=924,2017-08-31T12:39:57-05:00
408,776,Teatro al Aire Libre del Centro Cultural Mexiquense Bicentenario,2011-09-03,Secretaría de Cultura del Estado de México,Carr. Federal Los Reyes–Texcoco Km. 14.3,Localidad San Miguel Coatlinchán,56250,(595) 952 03 20,,ccmb.coordinacion@gmail.com,19.45165,-98.89668,15,99,29,México,Texcoco,San Miguel Coatlinchán,http://sic.gob.mx/ficha.php?table=teatro&table_id=776,2017-07-19T12:30:11-05:00
409,767,Teatro Elisa Carrillo,2011-08-30,Secretaría de Cultura del Estado de México,"Carr. Federal Los Reyes–Texcoco Km. 14.3, esq. General Manuel González",San Miguel Coatlinchán,56280,(595) 952 03 20 ext 1425,http://cultura.edomex.gob.mx,ccmb.coordinacion@gmail.com,19.45206,-98.89705,15,99,29,México,Texcoco,San Miguel Coatlinchán,http://sic.gob.mx/ficha.php?table=teatro&table_id=767,2018-02-20T10:09:41-06:00
410,906,Teatro Santa Cecilia,2010-01-01,"Sindicato de Mineros, Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",Pirámide de Tula 18,Col. Santa Cecilia Acatitlan,54130,(55) 5565 8293,,culturatlalne@gmail.com,19.55415,-99.17425,15,104,1,México,Tlalnepantla de Baz,Tlalnepantla,http://sic.gob.mx/ficha.php?table=teatro&table_id=906,2017-01-04T10:41:20-06:00
411,884,Teatro Centenario,2010-09-15,Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz,Av. Sor Juana Inés de la Cruz s/n esq. Roberto Fulton,Col. Ind. San Lorenzo,54000,55 5565 8293,, teatro.centenario@tlalnepantla.gob.mx,19.53897,-99.2041,15,104,1,México,Tlalnepantla de Baz,Tlalnepantla,http://sic.gob.mx/ficha.php?table=teatro&table_id=884,2021-01-25T09:46:02-06:00
412,907,Foro al aire libre Algarabía,2011-07-01,Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz,"Int. Plaza Recreativa, Dr. Gustavo Baz s/n",Col. Tlalnepantla Centro,54000,(55) 5565 8293,,culturatlalne@hotmail.com,19.53686,-99.19458,15,104,1,México,Tlalnepantla de Baz,Tlalnepantla,http://sic.gob.mx/ficha.php?table=teatro&table_id=907,2017-01-04T11:51:22-06:00
413,905,Teatro Eugenia León	,1978-01-01,Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz,"Int. Centro Cívico y Cultural  Sor Juana Inés de la Cruz, Porfirio Díaz s/n",Col. San Javier,54000,(55) 5565 8293,,culturatlalne@gmail.com,19.53647,-99.19303,15,104,1,México,Tlalnepantla de Baz,Tlalnepantla,http://sic.gob.mx/ficha.php?table=teatro&table_id=905,2017-01-03T12:15:44-06:00
414,243,Teatro Sor Juana Inés de la Cruz ,1964-11-05,Instituto Mexicano del Seguro Social (IMSS),Josefa Ortiz de Domínguez s/n esq. Av. Hidalgo,Col. San Sebastián,50060,(722) 279 89 00 ext. 1080,,,19.28962,-99.64693,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=teatro&table_id=243,2017-03-08T12:58:06-06:00
415,11,Teatro Morelos,1969-09-05,,Plaza Morelos s/n,Centro,50000,(722) 215 92 58,http://www.toluca.gob.mx/teatro-morelos-3/,,19.29215,-99.65903,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=teatro&table_id=11,2017-05-25T12:40:15-05:00
416,265,"Foro teatral Alberto Antonio Salgado Barrientos, Facultad de Humanidades",2007-04-01,Universidad Autónoma del Estado de México,Paseo Universidad esq. Paseo Tollocan s/n,Col. Ciudad Universitaria,50110,(722) 213 14 07,,lupitamonmar@gmail.com,19.27968,-99.67744,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=teatro&table_id=265,2017-03-08T12:25:02-06:00
417,340,Teatro Universitario de Cámara Esvón Gamaliel,1988-11-18,Secretaría de Difusión Cultural de la U.A.E.M.,"Instituto Literario, número 100",Centro,50000,(722) 226 23 77 ext. 1351,http://www.uaemex.mx/dcultur/diligencias/diligencias.htm,atellez@uamex.mx,0.0,0.0,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=teatro&table_id=340,2010-03-19T12:55:57-06:00
418,264,Teatro Universitario Los Jaguares,1976-01-01,Universidad Autónoma del Estado de México,Valentín Gómez Farías esq. Pedro Ascencio s/n,Col. La Merced Alameda,50000,(722) 226 23 00,,,0.0,0.0,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=teatro&table_id=264,2016-08-01T11:17:08-05:00
419,534,Teatro San Benito Abad,2001-09-08,"Estiletto, S.A. de C.V.",Domicilio conocido s/n,Col. Lago de Guadalupe,54760,(55) 5861 8000 y 01,,comercial.tsba@gmail.com,19.6356,-99.2398,15,121,1,México,Cuautitlán Izcalli,Cuautitlán Izcalli,http://sic.gob.mx/ficha.php?table=teatro&table_id=534,2016-11-23T14:07:30-06:00
420,997,Teatro Coatepec,1996-01-01,"Amistad y Cultura Juana de Arco, A.C.",Calle del Canje 14 ,Centro,58460,434	388 20 33,,culturaacuitzio1821@gmail.com; comunicarte501@hotmail.com,19.49625,-101.33285,16,1,1,Michoacán de Ocampo,Acuitzio,Acuitzio del Canje,http://sic.gob.mx/ficha.php?table=teatro&table_id=997,2021-06-06T13:08:12-05:00
421,50,Foro Cultural,2007-04-02,"Comisión de Ferias, Exposiciones y Eventos de Michoacán",Calle Expo Feria s/n,La Goleta,61301,(443) 428 0150 ext. 124,https://www.facebook.com/ExpoFeriaMichoacan,cofeeem1@gmail.com,19.73884,-101.07983,16,22,1,Michoacán de Ocampo,Charo,Charo,http://sic.gob.mx/ficha.php?table=teatro&table_id=50,2016-09-15T14:09:43-05:00
422,90,Teatro de la Casa de la Cultura de Jiquilpan,1985-05-15,Secretaría de Cultura del Gobierno del Estado de Michoacán,5 de Mayo 50,Centro,59510,(353) 533 07 45,,glconrado@hotmail.com,19.99094,-102.71942,16,45,1,Michoacán de Ocampo,Jiquilpan,Jiquilpan de Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=90,2014-03-18T19:24:54-06:00
423,87,Teatro Morelos,1879-01-01,"Patronato Pro-Restauración del Teatro Morelos, A. C.",Morelos 21,Centro,61250,(447) 478 45 75,,teatromorelosmaravatio@hotmail.com,19.89062,-100.44299,16,50,1,Michoacán de Ocampo,Maravatío,Maravatío de Ocampo,http://sic.gob.mx/ficha.php?table=teatro&table_id=87,2016-07-06T10:54:21-05:00
424,230,Teatro Mariano Matamoros,2021-03-15, Gobierno del Estado de Michoacán,Abasolo 48,Centro,58000,,http://teatromarianomatamoros.com/,contacto@teatromarianomatamoros.mx,19.70247,-101.19442,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=230,2021-10-04T07:45:09-05:00
425,94,Foro La Mueca,1992-11-01,"Amoral Arte, A.C",Aquiles Serdán 797,Centro,58000,443 164 68 62,http://www.lamueca.org,lamueca@gmail.com; laberinto40@gmail.com,19.70387,-101.18383,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=94,2021-09-07T07:23:24-05:00
426,970,Foro La Ceiba,2010-11-15,,Lacas de Uruapan 301,Col. Vasco de Quiroga,58230,443 213 65 24,https://www.forolaceiba.org/,info@forolaceiba.org; catexiateatrocontacto@gmail.com; noraluciad@gmail.com,19.70049,-101.17182,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=970,2021-05-25T07:56:26-05:00
427,231,Teatro María Teresa Montoya,1969-12-01,Comisión Estatal de Cultura Física y Deporte de Michoacán,Chiapas 180 esq. Oaxaca,Col. Molino de Parras,58010,(443) 312 03 56,,cecufid@yahoo.com.mx,19.69798,-101.20289,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=231,2014-11-03T14:59:00-06:00
428,226,Teatro José Rubén Romero,1962-01-01,"Secretaría de Difusión Cultural y Extensión Universitaria, UMSNH",Santiago Tapia 403 ,Centro Histórico,58000,(443) 322 35 00 ext. 4163,http://difusioncultural.umich.mx,teatro.joseruben@gmail.com,19.70474,-101.19508,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=226,2016-11-03T09:30:33-06:00
429,46,Teatro-Auditorio Dr. Samuel Ramos,1966-01-01,Universidad Michoacana de San Nicolás de Hidalgo/Facultad de Derecho y Ciencias Sociales,Av. Tata Vasco s/n,Centro,58000,(443) 312 01 61,http://www.themis.umich.mx/derecho/,,19.70009,-101.17771,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=46,2016-11-18T14:18:03-06:00
430,95,La Casona del Teatro,1994-01-01,,Aquiles Serdán 35 esq. Morelos Norte y Pino Suarez,Centro Histórico ,58000,(443) 317 49 20 ,,lacasonadelteatro@hotmail.com,19.70403,-101.19117,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=95,2014-10-31T15:10:27-06:00
431,99,Teatro Corral de la Comedia,1989-01-01,,Melchor Ocampo 239,Centro,58000,(443) 312 00 01,http://corraldelacomedia.com/,,19.70385,-101.19359,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=99,2014-11-03T13:34:58-06:00
432,245,Teatro Morelia Stella Inda,1964-10-20,Instituto Mexicano del Seguro Social (IMSS),Av. Francisco I. Madero Pte. 1200,Centro,58000,(443) 312 22 80 ext. 31155,http://www.fidteatros.com.mx/teatros_fichas/teatro_morelia.pdf,sandra.cervantes@imss.gob.mx,0.0,0.0,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=245,2014-11-04T12:58:18-06:00
433,809,Teatro al aire libre Jesús Monge Ramírez,2012-03-30,Centro Municipal Polifórum Digital de Morelia,Av. Guadalupe Victoria 2225,Col. Lomas de Santiaguito,58120,(443) 359 76 74,,poliforum-digitalmorelia@hotmail.com,19.72246,-101.19677,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=809,2016-10-11T10:44:30-05:00
434,527,Teatro José María Morelos,1981-01-01,Centro de Convenciones y Exposiciones de Morelia,Av. Ventura Puente  s/n,Col. Félix Ireta,58070,(443) 232 44 00 ext. 107,http://ceconexpo.com/teatro-morelos/,ceconexpo@michoacan.gob.mx,19.6823,-101.18147,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=527,2016-09-26T13:23:17-05:00
435,517,Teatro Ocampo (Cerrado por remodelación),1830-01-01,Secretaría de Cultura del Gobierno del Estado de Michoacán,Melchor Ocampo 256,Centro,58000,(443) 312 37 34,,teatroocampo2016@gmail.com,19.70395,-101.19401,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=teatro&table_id=517,2019-01-14T05:40:28-06:00
436,703,Teatro Auditorio Jaime Torres Bodet ,1951-01-01,Centro de Cooperación Regional para la Educación de Adultos en América Latina y el Caribe (CREFAL),Av. Lazaro Cardenas 525,Col. Revolucion,61609,(434) 342 82 02,http://www.crefal.edu.mx,crefal@crefal.edu.mx<br>contacto@crefal.edu.mx,0.0,0.0,16,66,1,Michoacán de Ocampo,Pátzcuaro,Pátzcuaro,http://sic.gob.mx/ficha.php?table=teatro&table_id=703,2014-02-26T08:27:07-06:00
437,19,Teatro General Lázaro Cárdenas (CEDRAM),2004-12-31,"Secretaría de Cultura Federal/CENART, Centro Dramático de Michoacán","5ta Eréndira, Av. Lázaro Cárdenas s/n",Col. Revolución,61609,(434) 342 66 31,https://www.facebook.com/CEDRAM,nancychag@hotmail.com; centrodramaticodemichoacan@hotmail.com,19.532,-101.61208,16,66,1,Michoacán de Ocampo,Pátzcuaro,Pátzcuaro,http://sic.gob.mx/ficha.php?table=teatro&table_id=19,2017-03-30T12:04:29-06:00
438,100,Teatro Emperador Caltzontzin,1938-01-01,Ayuntamiento de Pátzcuaro,Plaza Gertrudis Bocanegra s/n,Centro,61600,(434) 342 77 75,https://www.facebook.com/TeatroEmperadorCaltzontzin/,direccionculturapatzcuaro@gmail.com,0.0,0.0,16,66,1,Michoacán de Ocampo,Pátzcuaro,Pátzcuaro,http://sic.gob.mx/ficha.php?table=teatro&table_id=100,2017-05-17T16:45:02-05:00
439,616,Teatro Cenobio Paniagua (antes Obrero),1975-01-01,Ayuntamiento de Tlalpujahua,Melchor Ocampo s/n esq. Libertad,Centro,61060,(711) 158 01 11,,secretaria.tlalpujahua@gmail.com,19.80432,-100.17203,16,93,1,Michoacán de Ocampo,Tlalpujahua,Tlalpujahua de Rayón,http://sic.gob.mx/ficha.php?table=teatro&table_id=616,2016-11-03T09:53:31-06:00
440,96,Teatro Don Bosco,1994-01-01,Colegio Salesiano de Zamora,Calle Salubridad 1051,Río Nuevo ,59673,(351) 512 10 39 ext. 1,,csalesianoszamora@gmail.com,19.96825,-102.28451,16,108,1,Michoacán de Ocampo,Zamora,Zamora de Hidalgo,http://sic.gob.mx/ficha.php?table=teatro&table_id=96,2016-07-15T11:15:48-05:00
441,602,Teatro Obrero,1913-01-19,Secretaría de Cultura del Estado de Michoacán,Av. 5 de Mayo 256,Centro,59600,(351) 515 72 50,https://www.facebook.com/teatroobrerozam/,2016teatros@gmail.com; teatroobrerozam@hotmail.com,19.98369,-102.28192,16,108,1,Michoacán de Ocampo,Zamora,Zamora de Hidalgo,http://sic.gob.mx/ficha.php?table=teatro&table_id=602,2017-03-30T12:12:42-06:00
