,galeria_id,galeria_nombre,galeria_fecha_fundacion,galeria_adscripcion,galeria_calle_numero,galeria_colonia,galeria_cp,galeria_telefono1,pagina_web,email,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
419,1055,Guiness Gallery,1999-01-01,Fábrica La Aurora,Calz.  La Aurora-11 A,Col. La Aurora,37710,473 597 37 24,http://fabricalaaurora.com/kora_portfolio/guiness-gallery/,guinessgallery.sma@gmail.com,20.92299,-100.74041,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1055,2022-04-07T05:20:11-05:00
420,1328,Ted Davis  Galería de Fotografía,2013-01-01,,Zacateros 81 B,Centro,37700,415  154 59 35,,info@teddavisgaleria.com,20.91139,-100.74647,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1328,2022-04-07T05:24:11-05:00
421,1383,Galería 910 ,2007-01-01,Fábrica La Aurora,"Calz. La Aurora s/n,  local 11A 2",Col. La Aurora,37710,415 154 92 71,http://fabricalaaurora.com/kora_portfolio/galeria-910/,olivia@galeria910.com,20.92321,-100.74014,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1383,2022-04-07T05:05:05-05:00
422,857,Galería  Veinteonce,1951-01-01,Fábrica La Aurora,"Calz. de La Aurora s/n, local 6 A",Col. La Aurora,37710,415 154 50 76,http://fabricalaaurora.com/kora_portfolio/veinteonce/,,20.92329,-100.7403,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=857,2022-04-07T05:04:47-05:00
423,1780,Estudio Galería de Juan Ezcurdia,2000-01-01,Fábrica La Aurora,"Calz. La Aurora s/n, local 9 C",Col. La Aurora,37710,415 101 26 22,http://www.ezcurdia.com/, ezcurdiajuan@gmail.com,20.92305,-100.7401,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1780,2022-04-07T04:57:27-05:00
424,1388,Sortilegio Artisan Works Collection,1000-01-01,Fábrica La Aurora,Calz. La Aurora local 3 B,Col. La Aurora,37710,415 154 40 60,http://fabricalaaurora.com/kora_portfolio/sortilegio/,,20.92345,-100.74013,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1388,2022-04-07T05:22:35-05:00
425,1771,Galería  Aller,2000-01-01,,"Calz. La Aurora s/n, local 14A",Col. La Aurora,37710,415 152 83 52,,pilartaller@hotmail.com–,20.92301,-100.74041,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1771,2022-04-07T05:01:01-05:00
426,1379,Galeria San Francisco ,1000-01-01,Fábrica La Aurora,"Calz. La Aurora, local 3E",Col. La  Aurora,37700,415 124 24 13,http://fabricalaaurora.com/kora_portfolio/galeria-san-francisco-annex/,artistinsanmiguel@gmail.com,20.92298,-100.74049,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1379,2022-04-07T05:19:23-05:00
427,1351,Galería  CSEIS,2019-01-01,Fábrica La Aurora,"Calz. La Aurora, local 6 C",Col. La Aurora,37710,667 199 91 11,http://fabricalaaurora.com/kora_portfolio/cseis/,,20.92303,-100.74044,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1351,2021-05-28T04:43:14-05:00
428,1101,Intersección de Arte Contemporáneo,2009-01-01,Fábrica La Aurora,Calz. La Aurora local 18 A,Col. La Aurora,37710,415 120 09 44,https://www.interseccionart.com/,info@interseccionart.com,20.92313,-100.7405,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1101,2022-04-07T05:20:27-05:00
429,1391,Peter Leventhal / Terra Mizwa,2012-01-01,Fábrica La Aurora,Calz. La Aurora s/n local 2 D,Col. La Aurora,37710,,http://www.terramizwa.com/,peteylev@hotmail.com,20.9233,-100.74021,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1391,2020-10-26T06:58:42-06:00
430,855,Galería  Magenta,2005-01-01,,Zacateros 26,Centro Histórico,37700,415 152 16 94,http://magentagallery.com/contact.html,magentaGallerySMA@gmail.com,20.91281,-100.74599,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=855,2022-04-07T05:03:30-05:00
431,690,Galería Goded,1990-01-01,Fábrica La Aurora,Calz. La  Aurora s/n int. 4-C,Col. La  Aurora,37710,415 154 40 75,,jgoded@gmail.com,20.92295,-100.74043,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=690,2021-08-09T06:38:18-05:00
432,1007,Galería Skot Foreman Fine Art,1990-01-01,Fábrica La Aurora,"Calz. de la Aurora s/n, local  12 A",Col. La Aurora,37710,415 154 95 88,https://skotforeman.com/,info@skotforeman.com,20.92305,-100.74048,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1007,2022-04-07T05:19:41-05:00
433,1727,Galería Atotonilco,2014-01-01,Fábrica La Aurora,"Calz. La Aurora, local 5-A",Col. La Aurora,37710, 415 185 2225,http://fabricalaaurora.com/kora_portfolio/atotonilco2/,,20.92293,-100.73994,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1727,2021-05-28T04:45:52-05:00
434,1375,Edward Swift Gallery,2010-01-01,Fábrica La Aurora,"Calz. La Aurora, local 15 C",Col. La Aurora,37710,,,edwardswift43@gmail.com,20.92309,-100.74049,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1375,2021-08-10T05:40:46-05:00
435,590,Galería Casa Diana,2006-01-01,,Calle Recreo 48,Centro,37700,415 152 08 85,http://galeriacasadiana.com/, info@galeriacasadiana.com,20.91183,-100.74223,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=590,2022-04-13T06:16:02-05:00
436,774,Moyshen Gallery,2005-01-01,Fábrica La Aurora,"Calz. La Aurora s/n, local 4 C",Col. La Aurora,37710,415 154 43 14 ,,moyshengallery@gmail.com ,20.92354,-100.74031,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=774,2022-04-07T05:20:44-05:00
437,856,YAM Gallery,1960-01-01,Instituto Allende,Ancha de San Antonio 20 -1,Centro,37700,415 150 60 52,http://yamgallery.com/contemporaneo/esp/inicio.htm,info@yamgallery.com ,20.90881,-100.74677,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=856,2022-04-07T05:25:10-05:00
438,875,Galería  de Arte Contemporáneo,2010-12-11,,Soliano 13,Centro,37700,415 152 57 42,http://www.arte-contemporaneo.com.mx/,info@arte-contemporaneo.com.mx,20.91326,-100.74307,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=875,2022-04-07T05:01:33-05:00
439,1389,Arroyo Gallery,2015-01-01,,Rinconada de la Aldea 27,Centro,37700,415 152 52 13,,suzy@suzytaylor.com,20.9116,-100.74755,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1389,2022-04-07T04:54:17-05:00
440,1363,"Galería Yuri Zatarain, Suc. San Miguel de Allende",2009-01-01,,"Hidalgo 4,  Galeria en Hotel Hacienda de Guadalupe",Centro,37700,415 121 06 43,http://www.yurizatarain.com/index.html, info@yurizatarain.com,20.91762,-100.74445,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1363,2022-04-07T06:36:39-05:00
441,1352,Galería Filo,1000-01-01,, Relox 46,Centro ,37700, 415 152 48 84,,,20.91634,-100.74318,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1352,2020-10-27T05:41:32-06:00
442,1365,Azul Cobalto Galería,1000-01-01,,Umaran 22,Centro,37700,415 150 00 53,,azulcobaltogaleria@gmail.com,20.91374,-100.7455,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1365,2022-04-07T04:54:51-05:00
443,772,Galería Izamal,1992-01-01,,Jesús núm. 25,Centro,37700,415 152 61 71    ,https://www.galeriaizamal.com/,galeriaizamal@yahoo.com ,20.91563,-100.74444,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=772,2022-04-07T05:11:55-05:00
444,1680,Galería Intersección de Arte Contemporáneo,2009-01-01,Fábrica La Aurora,"Calz. La Aurora, local 18 A",Col. La Aurora,37710,415 120 09 44,http://fabricalaaurora.com/kora_portfolio/interseccion/,interseccionartsma@g.com,20.92326,-100.74031,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1680,2022-04-07T05:11:15-05:00
445,1781,Calderoni Gallery,2000-01-01,Fábrica La Aurora,Calz. La Aurora s/n local 10 A,Col. La Aurora,37710,415 121 26 42 ,https://www.calderoniart.com/, merrycalderoni@gmail.com,20.92319,-100.74022,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1781,2022-04-07T04:55:53-05:00
446,1778,Galería  Kelley Vandiver,2004-01-01,,"Calz. La Aurora s/n, local 1B-1",Col. La Aurora,37710,415 151 90 62,https://kelleyvandiver.wordpress.com/,kelley@kelleyvandever.com,20.92332,-100.74033,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1778,2022-04-07T05:03:01-05:00
447,188,Galería Florencia Riestra,1975-01-02,Fábrica La Aurora,"Calz. La Aurora s/n, local 4",Col. La Aurora,37710,415 154 62 47,,galeriaflorenciariestra@prodigy.net.mx,20.92295,-100.74044,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=188,2022-04-07T05:09:05-05:00
448,693,Galería La Buhardilla,1971-01-30,Fábrica La Aurora,"Calz. La  Aurora s/n, local 4 A",Col. La  Aurora,37710,415 154 99 11,https://www.arteyantiguedades.mx/,ety@arteyantiguedades.com,20.92306,-100.74013,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=693,2022-04-07T05:13:25-05:00
449,1779,Estudio-Galería  de James Harvey,2016-10-01,Fábrica La Aurora,"Calz. La Aurora s/n, local 9 D",Col. La Aurora,37710,415 100 04 50,,jamesharveyartist@gmail.com,20.9233,-100.74031,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1779,2022-04-07T04:57:54-05:00
450,1392,Trapo Galería,2019-08-01,,Priv. de la Aurora 5,Centro,37700,,https://www.trapogaleria.com/,trapo.contacto@gmail.com,20.92028,-100.74271,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1392,2021-03-01T03:28:36-06:00
451,1367,Ascender Arte Fino,2010-01-01,,Calz.de la Aurora 48 A ,Col. La Aurora,37710,415 566 24 85,https://www.galeriaascender.com/,jessica_vazquez@live.com.mx ,20.92177,-100.74224,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1367,2020-10-26T04:14:59-06:00
452,1775,Estudio-Galería de Edina Sagert,1000-01-01,,"Calz. La Aurora s/n, local 8A",Col. La Aurora,37710,415 120 80 88,http://www.edinasagert.com/,edinasagert@yahoo.com,20.92311,-100.74031,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1775,2022-04-07T04:58:16-05:00
453,1008,Galería Nudo,2005-01-01,,Recreo núm.  10 B,Centro,37700,415  154 71 79,https://www.galerianudo.com/,  info@galerianudo.com,20.91334,-100.74229,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1008,2022-04-07T05:18:04-05:00
454,1368,Beatriz Castañeda Gallery,2012-01-01,Fábrica L a Aurora,"Calz. La Aurora s/n, local 15 C",Col. La Aurora,37710,451 156 66 32,http://beatrizcastaneda.com,beatriz@beatrizcastaneda.com,20.92304,-100.7405,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1368,2022-04-07T04:55:26-05:00
455,1462,Galería Hilo Negro,1000-01-01,Fábrica La Aurora,"Calz. La Aurora s/n, local 1D",Col. La Aurora,37710,415 152 48 35,https://www.hilo-negro.com/,ricardogarcia@hilo-negro.com,20.9234,-100.74037,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1462,2022-04-07T05:10:26-05:00
456,1350, Galería de Arte Popular,2012-01-01,Casa de la Cuesta,Cuesta de San José 32,Centro,33770,415 154 43 24,https://www.casadelacuesta.com/gallery.html, info@casadelacuesta.com,20.9167,-100.73818,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1350,2021-09-23T03:57:39-05:00
457,862,ZOHO Gallery,2006-01-01,Fábrica La Aurora,"Calz. La Aurora s/n, local 16 C",Col. La Aurora,37710,415  152 86 05,,zohogallery@gmail.com,20.92299,-100.74001,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=862,2022-04-07T05:25:33-05:00
458,1777,Estudio Galería de Mario Oliva,2000-01-01,Fábrica La Aurora,"Calz. La Aurora s/n, local 10",Col. La Aurora,37710,(044) 415 107 41 65,http://fabricalaaurora.com/kora_portfolio/estudio-mario-oliva/,jomov@hotmail.com,20.92303,-100.74035,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1777,2021-06-15T05:18:12-05:00
459,1378,Cázares & Parés Galería/Estudio,2010-01-01,Instituto Allende,Ancha de San Antonio 20-1,Centro,37700,415 151 85 64,,cazaresyparesgallery@gmail.com,20.90907,-100.74699,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1378,2022-04-07T04:56:22-05:00
460,1774,Galería Marilo Carral,1961-02-01,,"Calz. La Aurora, local 9A",Col. La Aurora,37710,415 101 10 89,,marilo_carral@hotmail.com,20.9233,-100.74024,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1774,2022-04-07T05:13:47-05:00
461,1770,Fernando  M. Díaz Art Studio,1000-01-01,Fábrica La Aurora,"Calz. La Aurora, local  11 C",Col. La Aurora,37710,415 154 48 99,,fernandoartstudio@gmail.com,20.92303,-100.73998,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1770,2022-04-07T04:58:55-05:00
462,323,Galería Juan Zaragoza,1969-12-31,,Calz. de La Aurora 47 A,Centro,37710,415 101 93 51,,juanzaragozagaleria@gmail.com,20.92309,-100.74009,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=323,2022-04-07T05:13:02-05:00
463,363,Galería Josefina Membrilla,2010-01-01,,Plaza Principal núm. 18 int. 6 ,Centro,37700,415 100 61 31,,josefina-membrilla@hotmail.com,20.91453,-100.74374,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=363,2022-04-07T05:12:37-05:00
464,1783,Galería Algarabia,2004-01-01,Fábrica La Aurora,"Calz. La Aurora s/n, local 1B2",Col. La Aurora,37710,415 154 75 05,http://fabricalaaurora.com/kora_portfolio/algarabia/,algarabia.sma@gmail.com,20.92328,-100.74031,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1783,2022-04-07T05:05:21-05:00
465,1327, SuALGLASS Gallery & Studio,2015-11-01,Fábrica La Aurora,"Calz. La Aurora s/n, local 1C",Col. La Aurora,37710,415 154 98 16,http://www.sualglassgallery.com,sualglass@gmail.com,20.92321,-100.74005,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1327,2022-04-07T04:53:50-05:00
466,1782, Galería Manuk,2016-08-01,Fábrica La Aurora,"Calz. La Aurora, local 18 C",Col. La Aurora,37710,415 154 90 53,http://www.galeriamanuk.com/,galeriamanuk@gmail.com,20.92324,-100.74012,11,3,1,Guanajuato,San Miguel de Allende,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=galeria&table_id=1782,2022-04-07T04:53:25-05:00
467,1141,Taller-Galería La Maquinaria,2010-01-01,,Antonio Chaurand Concha 201,Centro,38000,461  546 75 13,,lamaquinariataller@gmail.com,20.52104,-100.81836,11,7,1,Guanajuato,Celaya,Celaya,http://sic.gob.mx/ficha.php?table=galeria&table_id=1141,2022-04-07T05:23:49-05:00
468,1142,Taller Galería Periferia,2008-01-01,,Raúl Macías 118,Col. 15 de Mayo,38016,461 611 09 43,,entornoalaperiferia@gmail.com,20.54957,-100.83847,11,7,1,Guanajuato,Celaya,Celaya,http://sic.gob.mx/ficha.php?table=galeria&table_id=1142,2021-09-07T07:29:57-05:00
469,1140,Galería Salvador Zúñiga,1965-08-18,Casa de la Cultura de Celaya,Calle Democracia 103,Centro,38000,461 175 29 98,,comunica.arteycultura@gmail.com,20.51986,-100.81308,11,7,1,Guanajuato,Celaya,Celaya,http://sic.gob.mx/ficha.php?table=galeria&table_id=1140,2022-04-07T05:18:59-05:00
470,1732,Galería Azul Añil,2019-09-01,, Positos 25,Centro,36000,473 732 11 25,,factoriade7.a.c@gmail.com,21.01769,-101.25461,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=galeria&table_id=1732,2022-04-13T06:14:40-05:00
471,757,Galería Hermenegildo Bustos,1956-01-01,Universidad de Guanajuato,Lascuraín de Retana 5,Centro Histórico,36000,473 735 37 00,https://www.cultura.ugto.mx/museosygalerias/galeria-hermenegildo-bustos,arelivargas@ugto.mx,21.01726,-101.25321,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=galeria&table_id=757,2022-04-07T05:10:02-05:00
472,377,Galería  El Atrio,1969-01-16,Universidad de Guanajuato,Calle  Lascuráin de Retana núm. 5,Centro,36000,473 735 37 00 ext. 2731,https://www.cultura.ugto.mx/museosygalerias/el-atrio,arelivargas@ugto.mx,21.01727,-101.25309,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=galeria&table_id=377,2022-04-07T05:02:30-05:00
473,376,Galería   Polivalente,1969-01-16,Universidad de Guanajuato,Calle de Alonso  12,Centro,36000,473 735 37 00 ext. 2731.,https://www.cultura.ugto.mx/museosygalerias/galeria-polivalente,arelivargas@ugto.mx,21.01735,-101.25306,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=galeria&table_id=376,2022-04-07T05:00:35-05:00
474,1390,Cono 6 Galería,1000-01-01,,Calle  Nueva Ayuntamento 14,Centro,36000,473 732 78 89,,cono6galeria@gmail.com,21.01635,-101.25238,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=galeria&table_id=1390,2022-04-07T04:56:44-05:00
475,1731,Galería-Taller,1000-01-01,El Pinche Grabador,Pocitos 77,Centro,38000,473 732 33 94,https://www.elpinchegrabador.com/,elpinchetallergto@gmail.com,21.01826,-101.25516,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=galeria&table_id=1731,2020-11-23T04:25:30-06:00
476,1897,Galería 12. Tres,2017-03-17,"Grupo G Empresarial Arte y Cultura, S.A.P.I de C.V",Ricardo Delgado 117,Ciudad Deportiva,36612,462 215 40 65,https://www.g12tres.com,g12.tres@gmail.com,20.69544,-101.36817,11,17,1,Guanajuato,Irapuato,Irapuato,http://sic.gob.mx/ficha.php?table=galeria&table_id=1897,2021-06-23T11:19:09-05:00
477,123,Galería del Centro Regional de Expresión Artística,1969-01-16,Ayuntamiento de Irapuato,Av. Guerrero 2955,Col. Las Plazas,36620,462 624 83 84,,,20.69741,-101.35737,11,17,1,Guanajuato,Irapuato,Irapuato,http://sic.gob.mx/ficha.php?table=galeria&table_id=123,2022-04-07T05:08:21-05:00
478,373,Galería Jesús  Gallardo ,2000-04-12,Instituto Cultural de León,Pedro Moreno 202,Centro,37000,477 714 14 00,http://institutoculturaldeleon.org.mx/icl/galerias,artesvisualesicl@gmail.com,21.1229,-101.68,11,20,1,Guanajuato,León,León de los Aldama,http://sic.gob.mx/ficha.php?table=galeria&table_id=373,2022-04-07T05:12:19-05:00
479,1466,Galería Dos Topos,2017-04-01,,Pedro Moreno 520,Centro,37000,477  323 68 28,,madriguera@dostopos.com,21.12178,-101.67639,11,20,1,Guanajuato,León,León de los Aldama,http://sic.gob.mx/ficha.php?table=galeria&table_id=1466,2022-04-07T05:08:44-05:00
480,854,Galería de  Casa de las Monas,1999-01-01,Instituto  Cultural de León,Calle 5 de Mayo s/n,Centro,37000,477  716 43 01,https://www.aurarquitectos.com/galeria-casa-de-las-monas,,21.12209,-101.68147,11,20,1,Guanajuato,León,León de los Aldama,http://sic.gob.mx/ficha.php?table=galeria&table_id=854,2022-04-07T05:07:26-05:00
481,759,Galería México Plaza,2020-01-01,Centro Cultural México Plaza,"Paseo de los Insurgentes 3356, Puerta Bajío",Col. San José de las Piletas,37330,477 224 16 36,,mexicoplazacentrocultural@gmail.com,21.17304,-101.73267,11,20,1,Guanajuato,León,León de los Aldama,http://sic.gob.mx/ficha.php?table=galeria&table_id=759,2022-04-07T05:18:21-05:00
482,770,Galería de Arte Kunaláh,2016-10-03,Instituto Cultural de León,Av. Panorama 907,Col. Valle del Campestre,37150,477 311 99 65,http://institutoculturaldeleon.org.mx/icl/galerias,info@kunalah.com; icl.direcciongeneral@gmail.com,21.15194,-101.69666,11,20,1,Guanajuato,León,León de los Aldama,http://sic.gob.mx/ficha.php?table=galeria&table_id=770,2021-09-27T08:17:50-05:00
483,366,Galería Eloisa Jiménez ,1973-01-01,Instituto Cultural de León/Casa de la Cultura Diego Rivera,"Portal Delicias s/n, Plaza Fundadores",Centro,37000,477 714 33 50,,caciñdr@hotmail.com,21.12295,-101.68297,11,20,1,Guanajuato,León,León de los Aldama,http://sic.gob.mx/ficha.php?table=galeria&table_id=366,2021-09-08T10:04:25-05:00
484,997,"Cotidiano, Galería de Arte",2009-02-01,,Calle Manuel Doblado 101,Centro Histórico,37000,477 288 54 83,, cotidianogaleriadearte@gmail.com,21.12035,-101.67749,11,20,1,Guanajuato,León,León de los Aldama,http://sic.gob.mx/ficha.php?table=galeria&table_id=997,2022-06-13T06:39:08-05:00
485,240,Atelier Monte León ,2020-11-19,Hotel Monte León, 5 de Febrero 309, Centro,37000, 477 713 3616,,,21.12037,-101.67941,11,20,1,Guanajuato,León,León de los Aldama,http://sic.gob.mx/ficha.php?table=galeria&table_id=240,2021-08-30T07:45:25-05:00
486,83,Galería Ixcateopan,1975-01-16,Centro Cultural Acapulco/Secretaría de Cultura de Guerrero,Av. Costera Miguel Alemán 4834,Fracc. Costa Azul,39850,744 484 23 90,,igcguerrero@guerrero.gob,16.84797,-99.85149,12,1,1,Guerrero,Acapulco de Juárez,Acapulco de Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=83,2022-04-07T05:26:42-05:00
487,981,Gran Galería de Acapulco,2014-03-28,Secretaría de Cultura de Guerrero/Centro Cultural Acapulco,Costera Miguel Alemán 4834,Fracc. Costa Azul,39850,744 484 38 14,,centrocultural.acapulco@gmail.com,16.84811,-99.85119,12,1,1,Guerrero,Acapulco de Juárez,Acapulco de Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=981,2022-04-07T05:30:09-05:00
488,1805,Galería El Arte en tu Mirada,1000-01-01,, Condominio Pico de Orizaba 1,,39890,744 428 42 51,,erichermida@hotmail.com,16.80356,-99.80976,12,1,1,Guerrero,Acapulco de Juárez,Acapulco de Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1805,2022-04-07T05:26:00-05:00
489,1163,La Quebrada Espacio de Arte,2017-12-03,,Calle Quebrada núm. 25,Centro,39300,744 688 43 00,,laquebrada.ea@gmail.com,16.84802,-99.91073,12,1,1,Guerrero,Acapulco de Juárez,Acapulco de Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1163,2021-07-22T05:21:08-05:00
490,1802,Galería Ignacio Manuel Altamirano,2005-01-01,Palacio de Cutura, Plaza Civica Primer Congreso de Anahuac s/n,Centro,39000, 747 471 0334,,,17.55167,-99.50104,12,29,1,Guerrero,Chilpancingo de los Bravo,Chilpancingo de los Bravo,http://sic.gob.mx/ficha.php?table=galeria&table_id=1802,2020-11-24T07:02:58-06:00
491,1164,Galería del Centro Cultural Taxco Casa Borda,1000-01-01,Secretaría de Cultura del Estado de Guerrero,Plaza Borda 1 ,Centro,40200,762 6226 617,,centroculturaltaxco@prodigy.net.mx,18.55682,-99.60518,12,55,1,Guerrero,Taxco de Alarcón,Taxco de Alarcón,http://sic.gob.mx/ficha.php?table=galeria&table_id=1164,2020-11-24T10:10:03-06:00
492,547,Galería del Centro Cultural de Real del Monte,2011-03-01,Secretaría de Cultura de Hidalgo,Calle Teodomiro Manzano 1,Centro,42130,771 797 04 24,, cultura.realdelmonte@gmail.com,20.14078,-98.67294,13,39,1,Hidalgo,Mineral del Monte,Mineral del Monte,http://sic.gob.mx/ficha.php?table=galeria&table_id=547,2022-04-07T05:31:55-05:00
493,1501,Galería Arcadia,2019-09-29, Instituto de Artes / Universidad Autónoma del Estado de Hidalgo (UAEH),Calle Exhacienda de San Cayetano s/n,Centro,42130, 771 717 2000 ext. 4450,https://www.uaeh.edu.mx/campus/ida/,,20.13611,-98.67177,13,39,1,Hidalgo,Mineral del Monte,Mineral del Monte,http://sic.gob.mx/ficha.php?table=galeria&table_id=1501,2022-04-13T07:14:23-05:00
494,1761,Galería Margarita Michelena,1000-01-01,Instituto Municipal para la Cultura de Pachuca,Ramos Arizpe 108,Centro,42000, 771 715 3102,,culturaparapachuca@gmail.com,20.12409,-98.73226,13,48,1,Hidalgo,Pachuca de Soto,Pachuca de Soto,http://sic.gob.mx/ficha.php?table=galeria&table_id=1761,2021-09-29T07:59:49-05:00
