,zona_arqueologica_id,zona_arqueologica_nombre,zona_arqueologica_fecha_fundacion,zona_arqueologica_calle_numero,zona_arqueologica_colonia,zona_arqueologica_cp,zona_arqueologica_telefono1,pagina_web,email,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
130,186,Caracol-Punta Sur,1000-01-01,,,,983 837 24 11,http://www.inah.gob.mx/es/zonas/17-zona-arqueologica-caracol-punta-sur,direccion.qroo@inah.gob.mx,20.28011,-86.97925,23,1,0,Quintana Roo,Cozumel,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=186,2022-05-30T12:50:04-05:00
131,94,Muyil,1000-01-01,Carretera Federal No. 307 (tramo Carrillo Puerto-Tulum) Km. 208,,,983 837 07 96,http://www.inah.gob.mx/es/zonas/100-zona-arqueologica-de-muyil,direccion.qroo@inah.gob.mx,20.07748,-87.6108,23,2,0,Quintana Roo,Felipe Carrillo Puerto,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=94,2022-01-11T09:42:01-06:00
132,90,El Meco,1000-01-01,Carr. Puerto Juárez-Punta Sam Km 2 + 700,,,"983 837 07 96 exts. 318002, 318003",http://www.inah.gob.mx/es/zonas/96-zona-arqueologica-el-meco,direccion.qroo@inah.gob.mx,21.21099,-86.80389,23,3,0,Quintana Roo,Isla Mujeres,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=90,2022-03-02T12:43:55-06:00
133,184,Chakanbakan,1000-01-01,,,,,http://www.inah.gob.mx/es/zonas/51-zona-arqueologica-de-chakanbakan,,18.45205,-89.08971,23,4,0,Quintana Roo,Othón P. Blanco,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=184,2022-05-31T09:44:24-05:00
134,93,Oxtankah,1000-01-01,Carretera Chetumal-Calderitas-Luis Echeverría Km 9,,,983 837 24 11 ,http://www.inah.gob.mx/es/zonas/102-zona-arqueologica-oxtankah, direccion.qroo@inah.gob.mx.,18.60774,-88.23469,23,4,0,Quintana Roo,Othón P. Blanco,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=93,2022-02-04T13:54:57-06:00
135,92,Kohunlich,1000-01-01,Carr. Francisco Villa-Kohunlich Km. 9,,,"983 837 07 96 exts. 318002, 318003",http://www.inah.gob.mx/es/zonas/103-zona-arqueologica-kohunlich,direccion.qroo@inah.gob.mx,18.41804,-88.78984,23,4,0,Quintana Roo,Othón P. Blanco,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=92,2022-01-11T09:28:12-06:00
136,89,Dzibanché,1000-01-01,Camino Morocoy-Dzibanché Km. 14 (Dzibanché) ,,,"983 837 07 96 exts. 318002, 318003",http://www.inah.gob.mx/es/zonas/104-zona-arqueologica-de-dzibanche-kinichna,direccion.qroo@inah.gob.mx.,18.63926,-88.75942,23,4,0,Quintana Roo,Othón P. Blanco,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=89,2021-12-20T08:28:30-06:00
137,218,Kinichná,1000-01-01,Camino Morocoy-Dzibanche Km 16,,,"983 837 07 96 exts. 318002, 318003",http://www.inah.gob.mx/es/zonas/104-zona-arqueologica-de-dzibanche-kinichna,direccion.qroo@inah.gob.mx,18.66082,-88.76732,23,4,0,Quintana Roo,Othón P. Blanco,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=218,2022-01-11T09:05:58-06:00
138,174,Chacchoben,1000-01-01,Carr. Federal Núm. 293 (vía corta a Mérida) Km 9,,,983 837 07 96,http://www.inah.gob.mx/es/zonas/105-zona-arqueologica-de-chacchoben,direccion.qroo@inah.gob.mx,18.52105,-88.41944,23,4,0,Quintana Roo,Othón P. Blanco,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=174,2022-02-24T08:56:16-06:00
139,211,San Miguelito,2012-11-01,Km. 6.5 del Boulevard Kukulkán,Zona Hotelera de Cancún,77500,"983 837 07 96, 998 887 88 74",http://www.inah.gob.mx/es/zonas/167-zona-arqueologica-de-san-miguelito,museomayacancun@inah.gob.mx,21.07166,-86.77844,23,5,0,Quintana Roo,Benito Juárez,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=211,2022-01-11T09:38:53-06:00
140,91,El Rey,1000-01-01,Blvd. Kukulkan km 9.5,Zona Hotelera,77500,983 837 07 96,http://www.inah.gob.mx/es/zonas/95-zona-arqueologica-el-rey,direccion.qroo@inah.gob.mx,21.16142,-86.82472,23,5,0,Quintana Roo,Benito Juárez,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=91,2022-02-04T13:57:01-06:00
141,142,Calica,1000-01-01,Int. de la empresa Calizas Industriales del Carmen, Punta Rancho Ina,,983 837 07 96,http://www.inah.gob.mx/es/zonas/52-zona-arqueologica-de-calica,direccion.qroo@inah.gob.mx,20.58621,-87.14583,23,8,0,Quintana Roo,Solidaridad,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=142,2022-05-30T12:51:00-05:00
142,185,Playa del Carmen (Playacar),1000-01-01,Av. Paseo Xaman-ha entre Palenque y Bonampak,Col. Playacar,,"983 837 24 11, 983 837 0796 exts. 318002, 318003",http://www.inah.gob.mx/es/zonas/164-zona-arqueologica-playa-del-carmen,direccion.qroo@inah.gob.mx,20.6143,-87.08296,23,8,0,Quintana Roo,Solidaridad,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=185,2022-05-30T13:05:07-05:00
143,97,Xcaret,1000-01-01,Carr. Federal No. 307 (Cancún-Chetumal) Km 282,,,"983 837 07 96 exts. 318002, 318003",http://www.inah.gob.mx/es/zonas/97-zona-arqueologica-xcaret,direccion.qroo@inah.gob.mx,20.57874,-87.11962,23,8,0,Quintana Roo,Solidaridad,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=97,2022-02-04T14:03:05-06:00
144,96,Tulum,1000-01-01,Carr. Federal Chetumal-Cancún Km 230,,,983 837 07 96,http://www.inah.gob.mx/es/zonas/99-zona-arqueologica-de-tulum,margarito_molina@inah.gob.mx,20.2154,-87.43061,23,9,0,Quintana Roo,Tulum,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=96,2022-02-25T11:22:03-06:00
145,221,Cobá,1000-01-01,Carr. Cobá-Chanchén Primero Km. 2,,,984 206 71 66,https://inah.gob.mx/zonas/515-zona-arqueologica-de-coba,manuel_ochoa@inah.gob.mx,20.49293,-87.72424,23,9,0,Quintana Roo,Tulum,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=221,2022-02-25T11:21:33-06:00
146,98,Xel Há,1000-01-01,Carr. Federal Núm. 307 (Reforma Agraria-Puerto Juárez) Km. 246,,,"983 837 07 96 exts. 318002, 318003",http://www.inah.gob.mx/es/zonas/98-zona-arqueologica-xelha,direccion.qroo@inah.gob.mx,20.31917,-87.36718,23,9,0,Quintana Roo,Tulum,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=98,2022-02-25T11:21:19-06:00
147,177,Tamtoc,2006-05-12,Ramal de carretera a Tamtoc Km 10,,,444 813 49 41,https://www.inah.gob.mx/zonas/115-zona-arqueologica-de-tamtoc,direccion.slp@inah.gob.mx,21.92476,-98.81268,24,40,0,San Luis Potosí,Tamuín,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=177,2022-02-04T14:40:20-06:00
148,187,Tamohi (El Consuelo),1000-01-01,Camino a Tamuín Km 1,,,444 813 48 31,http://www.inah.gob.mx/es/zonas/140-zona-arqueologica-tamohi-o-el-consuelo,direccion_slp@inah.gob.mx,21.95291,-98.74975,24,40,0,San Luis Potosí,Tamuín,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=187,2022-02-04T14:43:53-06:00
149,212,Las Labradas,2012-11-30,"	Camino a Las Labradas Km. 5, La Chicayota",,,667 713 92 52 INAH Sinaloa,http://www.inah.gob.mx/es/zonas/47-zona-arqueologica-de-las-labradas,,23.61972,-106.76784,25,16,0,Sinaloa,San Ignacio,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=212,2022-02-04T14:48:58-06:00
150,200,Cerro de Trincheras,2011-12-15,Blvd. Joaquín Murrieta y Sonora,Cruzando las vías del ferrocarril,,641 325 60 18  ,http://www.inah.gob.mx/es/red-de-museos/280-zona-arqueologica-trincheras,sergio_lopezdv@inah.gob.mx,30.39464,-111.53371,26,64,0,Sonora,Trincheras,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=200,2022-02-04T14:57:50-06:00
151,103,Moral-Reforma,1000-01-01,Camino a la zona arqueológica Moral-Reforma Km. 3 + 580 (aprox.),,,993 352 10 33,http://www.inah.gob.mx/es/zonas/182-zona-arqueologica-de-moral-reforma,cinah_tabasco@inah.gob.mx,17.76831,-91.29848,27,1,0,Tabasco,Balancán,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=103,2022-02-24T09:01:28-06:00
152,99,Comalcalco,1000-01-01,"Ranchería Norte, km. 1.5 de la carretera Comalcalco - Paraíso, Tabasco",,86900,,http://www.inah.gob.mx/es/zonas/9-zona-arqueologica-de-comalcalco,cinah_tabasco@inah.gob.mx,18.28008,-93.20175,27,5,0,Tabasco,Comalcalco,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=99,2022-02-04T15:00:47-06:00
153,101,Malpasito,1000-01-01,Camino a Malpasito- Zona Arqueológica Km. 1 + 850,,,993 352 10 33 ,http://www.inah.gob.mx/es/zonas/181-zona-arqueologica-de-malpasito,cinah_tabasco@inah.gob.mx,17.34062,-93.59471,27,8,0,Tabasco,Huimanguillo,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=101,2022-02-24T09:14:02-06:00
154,100,La Venta,1000-01-01,Carr. Villa Benito Juárez s/n,,86410,923 232 94 23,http://www.inah.gob.mx/es/zonas/159-zona-arqueologica-la-venta,,18.10236,-94.0401,27,8,0,Tabasco,Huimanguillo,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=100,2022-02-24T09:10:59-06:00
155,102,Pomoná,1000-01-01,Camino a Pomoná-Zona Arqueológica Km. 2 + 770,,86900,993 352 10 22,http://www.inah.gob.mx/es/zonas/183-zona-arqueologica-de-pomona,julia_moreno@inah.gob.mx,17.48418,-91.57077,27,17,0,Tabasco,Tenosique,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=102,2022-02-24T09:08:55-06:00
156,105,El Sabinito,1000-01-01,"Camino a las Ruinas"" (nombre conocido) Km.5, localidad Ejido El Sabinito",,,834 306 01 60 ext. 368008,http://www.inah.gob.mx/es/zonas/107-zona-arqueologica-el-sabinito,ltorre.tamps@inah.gob.mx,23.63641,-98.40722,28,37,0,Tamaulipas,Soto la Marina,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=105,2022-02-24T09:23:26-06:00
157,104,Las Flores,1991-01-01,Av. Chairel 36 entre Azahar y Clavel,Col. Las Flores,,834 306 01 60 ext. 368008,http://www.inah.gob.mx/es/zonas/108-zona-arqueologica-piramide-las-flores,direccion.tamps@inah.gob.mx,22.24954,-97.87679,28,38,0,Tamaulipas,Tampico,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=104,2022-02-24T09:15:44-06:00
158,140,Balcón de Montezuma,1000-01-01,"Se localiza en el Municipio de Victoria, con dirección al ejido de Alta Cumbre",,,834 306 01 57,http://www.inah.gob.mx/es/zonas/54-zona-arqueologica-balcon-de-montezuma,direccion.tamps@inah.gob.mx,23.59033,-99.17756,28,41,0,Tamaulipas,Victoria,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=140,2022-02-24T09:19:47-06:00
159,139,Tecoaque,2012-11-28,,,,246 462 93 75 ext. 378022,http://www.inah.gob.mx/es/zonas/173-zona-arqueologica-de-tecoaque,omar_ramirez@inah.gob.mx,19.58518,-98.62462,29,6,0,Tlaxcala,Calpulalpan,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=139,2022-02-24T09:29:57-06:00
160,106,Cacaxtla-Xochitécatl,1000-01-01,,,90710,246 416 00 00,http://www.inah.gob.mx/es/zonas/158-zona-arqueologica-de-cacaxtla-xochitecatl,cacaxtlaxochitecatli@inah.gob.mx,19.24373,-98.33977,29,23,0,Tlaxcala,Natívitas,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=106,2022-02-24T09:27:20-06:00
161,108,Tizatlán,1000-01-01,Xicotencatl 19,Col. San Estebán Tizatlán,90100,246 462 93 75 ext. 378022,http://www.inah.gob.mx/es/zonas/32-zona-arqueologica-de-tizatlan,omar_ramirez@inah.gob.mx,19.33678,-98.21816,29,33,0,Tlaxcala,Tlaxcala,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=108,2022-02-24T09:31:59-06:00
162,188,Ocotelulco,1997-12-01,Grecia s/n,,, 246 144 58 32,http://www.inah.gob.mx/es/zonas/33-zona-arqueologica-de-ocotelulco,tlaxcala.ci@inah.gob.mx,19.33197,-98.23342,29,36,0,Tlaxcala,Totolac,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=188,2022-06-25T19:51:39-05:00
163,112,Quiahuiztlán,1000-01-01,,,91667,229 934 42 08,http://www.inah.gob.mx/es/zonas/165-zona-arqueologica-de-quiahuiztlan,cinah_veracruz@inah.gob.mx,19.66949,-96.4146,30,4,0,Veracruz de Ignacio de la Llave,Actopan,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=112,2022-02-25T10:47:43-06:00
164,117,Vega de la Peña,1000-01-01,,,,229 934 99 81,http://www.inah.gob.mx/es/zonas/180-zona-arqueologica-vega-de-la-pena,cinah_veracruz@inah.gob.mx,19.96373,-97.14782,30,23,0,Veracruz de Ignacio de la Llave,Atzalan,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=117,2022-02-24T10:27:06-06:00
165,118,Cuajilote,1000-01-01,,,,229 934 42 08,http://www.inah.gob.mx/es/zonas/148-zona-arqueologica-de-cuajilote,cinah_veracruz@inah.gob.mx,19.94018,-97.13519,30,23,0,Veracruz de Ignacio de la Llave,Atzalan,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=118,2022-02-24T10:06:37-06:00
166,114,Cuyuxquihui,1000-01-01,,,93400,229 934 99 81,http://www.inah.gob.mx/es/zonas/149-zona-arqueologica-de-cuyuxquihui,cinah_veracruz@inah.gob.mx,20.3128,-97.2559,30,124,0,Veracruz de Ignacio de la Llave,Papantla,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=114,2022-02-25T10:47:12-06:00
167,115,El Tajin,1000-01-01,Carretera Federal No. 120 Km 130,,93400,229 934 42 08,http://www.inah.gob.mx/es/zonas/153-zona-arqueologica-el-tajin-y-museo-de-sitio,cinah_veracruz@inah.gob.mx,20.44781,-97.37804,30,124,0,Veracruz de Ignacio de la Llave,Papantla,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=115,2022-02-24T10:22:46-06:00
168,116,Tres Zapotes,1000-01-01,"Congregación de Tres Zapotes, C.P. ",,95830,229 934 42 08,http://www.inah.gob.mx/es/zonas/185-zona-arqueologica-de-tres-zapotes-con-museo-de-sitio,cinah_veracruz@inah.gob.mx,18.47726,-95.43581,30,143,0,Veracruz de Ignacio de la Llave,Santiago Tuxtla,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=116,2022-02-24T10:30:09-06:00
169,110,Castillo de Teayo,1000-01-01,Plaza de la Pirámide s/n,Centro,92940,746 882 00 48,http://www.inah.gob.mx/es/zonas/143-zona-arqueologica-castillo-de-teayo-con-museo,cinah_veracruz@inah.gob.mx,20.75011,-97.63325,30,157,0,Veracruz de Ignacio de la Llave,Castillo de Teayo,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=110,2022-02-24T10:01:16-06:00
170,113,San Lorenzo Tenochtitlan,1000-01-01,Cuauhtémoc s/n,,93780,229 934 42 08,http://www.inah.gob.mx/es/zonas/186-zona-arqueologica-de-san-lorenzo-tenochtitlan,cinah_veracruz@inah.gob.mx,17.72614,-94.77198,30,172,0,Veracruz de Ignacio de la Llave,Texistepec,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=113,2022-02-24T10:16:35-06:00
171,109,Cempoala,1000-01-01,Francisco del Paso y Troncoso 38,,91667,229 934 42 08,http://www.inah.gob.mx/es/zonas/144-zona-arqueologica-de-cempoala-con-museo,cinah_veracruz@inah.gob.mx,19.44685,-96.4037,30,191,0,Veracruz de Ignacio de la Llave,Ursulo Galván,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=109,2022-02-24T09:57:38-06:00
172,111,Las Higueras,1000-01-01,,,93965,229 934 42 08,http://www.inah.gob.mx/es/zonas/161-zona-arqueologica-las-higueras-con-museo-de-sitio,cinah_veracruz@inah.gob.mx   ,20.03374,-96.6235,30,192,0,Veracruz de Ignacio de la Llave,Vega de Alatorre,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=111,2022-02-25T10:38:07-06:00
173,121,Acanceh,1000-01-01,,,,999 944 40 68,http://www.inah.gob.mx/es/zonas/19-zona-arqueologica-de-acanceh,direccion.yuc@inah.gob.mx,20.81339,-89.45243,31,2,0,Yucatán,Acanceh,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=121,2022-02-25T07:31:43-06:00
174,215,XCambó ,1000-01-01,Km 13 de la carretera Dzemul - Xtampú,,,,https://www.inah.gob.mx/zonas/55-yucatan/8860-zona-arqueologica-xcambo,,21.32341,-89.2883,31,26,0,Yucatán,Dzemul,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=215,2022-02-25T09:25:22-06:00
175,127,lzamal,1000-01-01,Calle 27,,97540,999 944 40 68,http://www.inah.gob.mx/es/zonas/22-zona-arqueologica-de-izamal,direccion.yuc@inah.gob.mx,20.93729,-89.01654,31,35,0,Yucatán,Hoctún,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=127,2022-02-25T07:59:54-06:00
176,124,Oxkintok,1000-01-01,,,,"999 944 40 68, 999 944 00 33",http://www.inah.gob.mx/es/zonas/28-zona-arqueologica-de-oxkintok,direccion.yuc@inah.gob.mx,20.56056,-89.95397,31,48,0,Yucatán,Maxcanú,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=124,2022-02-25T08:12:54-06:00
177,133,Dzibilchaltún,1000-01-01,,,97310,999 944 40 68,http://www.inah.gob.mx/es/zonas/14-zona-arqueologica-de-dzibilchaltun,direccion.yuc@inah.gob.mx,21.09153,-89.5966,31,50,0,Yucatán,Mérida,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=133,2021-12-06T15:55:07-06:00
178,130,Xlapac,1000-01-01,,,,999 944 40 68,http://www.inah.gob.mx/es/zonas/24-zona-arqueologica-de-xlapak,direccion.yuc@inah.gob.mx,20.17566,-89.60625,31,56,0,Yucatán,Oxkutzcab,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=130,2022-02-25T08:19:00-06:00
179,125,Loltún,1000-01-01,,,,999 944 40 68,http://www.inah.gob.mx/es/zonas/162-zona-arqueologica-de-loltun,direccion.yuc@inah.gob.mx,20.25357,-89.45571,31,56,0,Yucatán,Oxkutzcab,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=125,2022-02-25T08:08:23-06:00
180,136,Sayil,1000-01-01,,,,"999 913 40 34, ext. 398003",http://www.inah.gob.mx/es/zonas/171-zona-arqueologica-de-sayil,direccion.yuc@inah.gob.mx,20.17778,-89.6525,31,56,0,Yucatán,Oxkutzcab,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=136,2022-02-25T08:14:23-06:00
181,123,Labná,1000-01-01,,,,999 944 40 68,http://www.inah.gob.mx/es/zonas/160-zona-arqueologica-de-labna,direccion.yuc@inah.gob.mx,20.17222,-89.57894,31,56,0,Yucatán,Oxkutzcab,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=123,2022-02-25T08:06:11-06:00
182,128,Kabah,1000-01-01,Carr. Federal Núm. 261 (Hopelchen-Uman),,,999 944 40 68,http://www.inah.gob.mx/es/zonas/157-zona-arqueologica-de-kabah,direccion.yuc@inah.gob.mx,20.2466,-89.64761,31,66,0,Yucatán,Santa Elena,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=128,2022-02-25T08:03:54-06:00
183,120,Uxmal,1000-01-01,,,,997 976 20 64,http://www.inah.gob.mx/es/zonas/110-zona-arqueologica-de-uxmal,zauxmal@gmail.com,20.36049,-89.77042,31,66,0,Yucatán,Santa Elena,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=120,2022-02-25T08:17:02-06:00
184,131,Mayapán,1000-01-01,Carr. Estatal Núm.18,Mayapán,,999 944 40 68,http://www.inah.gob.mx/es/zonas/25-zona-arqueologica-de-mayapan,direccion.yuc@inah.gob.mx,20.62957,-89.46067,31,76,0,Yucatán,Tecoh,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=131,2022-02-25T08:11:02-06:00
185,122,Chacmultún,1000-01-01,"Se localiza a 130 km al sureste de la ciudad de Mérida, Yucatán",,,999 944 40 68,http://www.inah.gob.mx/es/zonas/145-zona-arqueologica-de-chacmultun,direccion.yuc@inah.gob.mx,20.17272,-89.34517,31,79,0,Yucatán,Tekax,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=122,2021-12-06T15:28:38-06:00
186,129,Ek' Balam,1000-01-01,,,,999 944 40 68,http://www.inah.gob.mx/es/zonas/21-zona-arqueologica-ek-balam,direccion.yuc@inah.gob.mx,20.89348,-88.14546,31,85,0,Yucatán,Temozón,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=129,2021-12-06T16:04:14-06:00
187,132,Balamcanché,1000-01-01,,,,999 944 40 68,http://www.inah.gob.mx/es/zonas/142-zona-arqueologica-de-balamcanche,direccion.yuc@inah.gob.mx,20.65874,-88.53467,31,91,0,Yucatán,Tinum,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=132,2021-12-06T15:24:21-06:00
188,119,Chichén ltzá,1000-01-01,Carretera Federal No. 180 (Mérida -Cancún) km 120,,97750,999 944 40 68,http://www.inah.gob.mx/es/zonas/146-zona-arqueologica-de-chichen-itza,direccion.yuc@inah.gob.mx,20.68314,-88.56877,31,91,0,Yucatán,Tinum,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=119,2021-12-06T15:44:41-06:00
189,126,Aké,1000-01-01,Se localiza a 35 km al oriente de Mérida,,,999 944 00 33,http://www.inah.gob.mx/es/zonas/20-zona-arqueologica-de-ake,direccion.yuc@inah.gob.mx,20.94912,-89.30222,31,93,0,Yucatán,Tixkokob,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=126,2022-02-25T07:56:54-06:00
190,135,Alta Vista o Chalchihuites,1000-01-01,Rancho Colorado,,99260,492 922 50 85,http://www.inah.gob.mx/es/zonas/111-zona-arqueologica-altavista-o-chalchihuites,,23.47936,-103.92533,32,9,0,Zacatecas,Chalchihuites,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=135,2022-02-25T08:59:13-06:00
191,189,Cerro de las Ventanas,2019-08-01,,,,492 922 04 03,http://inah.gob.mx/zonas/49-zona-arqueologica-las-ventanas,augusto_torres@inah.gob.mx,21.37177,-103.13569,32,23,0,Zacatecas,Juchipila,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=189,2022-02-25T08:52:43-06:00
192,208,Cerro del Teúl,1000-01-01,Extremo sur de la cabecera municipal de Teúl de González Ortega,,,492 923 13 93,http://www.inah.gob.mx,laura_solar@inah.gob.mx,21.45014,-823.46643,32,47,0,Zacatecas,Teúl de González Ortega,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=208,2022-06-22T11:10:23-05:00
193,134,La Quemada,1000-01-01,Se localiza a 56 km al sur de la ciudad de Zacatecas,,,492 923 13 93,https://lugares.inah.gob.mx/lugar-199-es,carlos_torreblanca@inah.gob.mx,22.45531,-102.82087,32,55,0,Zacatecas,Villanueva,TOTAL DEL MUNICIPIO,http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=134,2022-02-25T08:49:13-06:00
