,Nombre,Temática,Adscripción,Página web,Entidad,Municipio
193,Museo Chiapas de Ciencia y Tecnología,Ciencia y tecnología,Consejo de Ciencia y Tecnología del Estado de Chiapas,https://icti.chiapas.gob.mx/espacios/museo/,Chiapas,Tuxtla Gutiérrez
194,Museo del Niño en Tuxtla Gutiérrez,Ciencia y tecnología,Gobierno del Estado de Chiapas,,Chiapas,Tuxtla Gutiérrez
195,Museo de las Artesanías de Chiapas,,Instituto Casa de las Artesanías de Chiapas,,Chiapas,Tuxtla Gutiérrez
196,Museo Zoológico César Domínguez Flores,Ciencia y tecnología,Secretaría de Medio Ambiente e Historia Natural/Gobierno de Chiapas,,Chiapas,Tuxtla Gutiérrez
197,Museo Jardín Botánico Faustino Miranda,Ciencia y tecnología,Secretaría de Medio Ambiente e Historia Natural,http://www.turismochiapas.gob.mx/sectur/museo-jardn-botnico-faustino-miranda,Chiapas,Tuxtla Gutiérrez
198,Museo del Cocodrilo,Ciencia y tecnología,Gobierno del Estado de Chiapas/Instituto de Historia Natural y Ecología,http://www.turismochiapas.gob.mx/sectur/museo-del-cocodrilo,Chiapas,Tuxtla Gutiérrez
199,Planetario Tuxtla Jaime Sabines Gutiérrez ,Ciencia y tecnología,Consejo de Ciencia y Tecnología del Estado de Chiapas (COCYTECH),https://www.icti.chiapas.gob.mx/,Chiapas,Tuxtla Gutiérrez
200,Museo Zoque,Historia,Ayuntamiento de Tuxtla Gutiérrez/Instituto Tuxtleco de Arte y Cultura,http://www.turismochiapas.gob.mx/sectur/museo-zoque,Chiapas,Tuxtla Gutiérrez
201,Museo del Café,Especializado,"Sociedad Cooperativa Centro Turístico Santo Domingo, S.C.L.",http://www.turismochiapas.gob.mx/sectur/centro-eco-turstico-santo-domingo,Chiapas,Unión Juárez
202,Museo Municipal Comunitario Yashlum ,Antropología,Ayuntamiento de Yajalón,,Chiapas,Yajalón
203,Museo Benito Juárez,Historia,Ayuntamiento de Ahumada,http://www.ahumada.gob.mx/Contenido/plantilla5.asp?cve_canal=14803&Portal=ahumada,Chihuahua,Ahumada
204,Museo Comunitario de Santa Eulalia,Historia,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Aquiles Serdán
205,Museo Casa de las Artesanías del Estado de Chihuahua,Arte,Gobierno del Estado de Chihuahua,,Chihuahua,Bocoyna
206,Museo de las Culturas del Norte,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/243-museo-de-las-culturas-del-norte-paquime,Chihuahua,Casas Grandes
207,Museo del General Toribio Ortega,Historia,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Coyame del Sotol
208,Museo Casa de Juárez,Historia,Asociación Rescate Histórico,,Chihuahua,La Cruz
209,Museo Menonita,Historia,"Museo y Centro Cultural Menonita, A.C.",,Chihuahua,Cuauhtémoc
210,Museo de la Ciudad,,Centro Cultural del Parque Mirador/Instituto de Cultura de Chihuahua,,Chihuahua,Cuauhtémoc
211,Museo Favela,Antropología,"Museo Ejido Favela, A.C.",,Chihuahua,Cuauhtémoc
212,Museo Histórico de Cusihuiriachi,Historia,Ayuntamiento de Cusihuiriachi,,Chihuahua,Cusihuiriachi
213,Poliforum Cultural Universitario,Arte,Universidad Autónoma de Chihuahua,https://uach.mx/visitantes/poliforum-cultural-universitario/,Chihuahua,Chihuahua
214,Museo Histórico de la Revolución Mexicana,Historia,"Secretaría de la Defensa Nacional (SEDENA), Dirección General de Archivo e Historia",http://www.gob.mx/sedena/acciones-y-programas/museo-historico-de-la-revolucion,Chihuahua,Chihuahua
215,Museo del Centro Cultural Universitario Quinta Gameros,Historia,Universidad Autónoma de Chihuahua,,Chihuahua,Chihuahua
216,"Casa Chihuahua, Centro de Patrimonio Cultural/Museo de Sitio Calabozo de Hidalgo",Historia,"Secretaría de Educación, Cultura y Deporte del Estado de Chihuahua",http://casachihuahua.org.mx/,Chihuahua,Chihuahua
217, Museo de Sitio del General Toribio Ortega,,Quinta Touche/Gobierno Municipal de Chihuahua,,Chihuahua,Chihuahua
218,Museo Galería de Armas,Historia,Instituto Chihuahuense de la Cultura,,Chihuahua,Chihuahua
219,Museo de la Lealtad Republicana Casa de Juárez,Historia,Instituto Chihuahuense de la Cultura,,Chihuahua,Chihuahua
220,Museo de Hidalgo,Historia,Instituto Chihuahuense de la Cultura/Palacio de Gobierno de Chihuahua,,Chihuahua,Chihuahua
221,Museo Comunitario Tarike,Historia,"Fundación Cultural Tarike, A.C.",,Chihuahua,Chihuahua
222,Museo del Mamut,Ciencia y tecnología,Asociación Civil del Museo de Paleontología,,Chihuahua,Chihuahua
223,Museo Sebastián,Arte,Ayuntamiento de Chihuahua/Instituto de Cultura del Municipio de Chihuahua,http://www.icm.gob.mx/page1.php?id=galerias-y-museos,Chihuahua,Chihuahua
224,Museo Interactivo de Finanzas La Bóveda,TND,Ayuntamiento de Chihuahua,,Chihuahua,Chihuahua
225,Museo Semilla,Ciencia y tecnología,DIF Estatal,,Chihuahua,Chihuahua
226,Casa Redonda Museo Chihuahuense de Arte Contemporáneo,Arte,Instituto Chihuahuense de la Cultura,,Chihuahua,Chihuahua
227,Museo del Desierto Chihuahuense (MUDECH),Ciencia y tecnología,Gobierno del Estado de Chihuahua/Instituto Chihuahuense de la Cultura,,Chihuahua,Delicias
228,Museo de Sitio Huellas de Nuestros Pasos,Historia,Ayuntamiento de Delicias/Coordinación de Cultura,,Chihuahua,Delicias
229,Museo de Paleontología de Delicias,Ciencia y tecnología,Ayuntamiento de Delicias,http://www.museodepaleontologia.com,Chihuahua,Delicias
230,Museo Regional de Cultura Galeana,Historia,Ayuntamiento de Galeana,,Chihuahua,Galeana
231,Museo Comunitario Norawa,Antropología,Ayuntamiento de Guachochi/Departamento de Fomento Económico y Turismo,,Chihuahua,Guachochi
232,Museo Towi (en proceso de remodelación),Antropología,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Guachochi
233,Museo Comunitario Tomochic,Historia,Ayuntamiento de Guerrero,,Chihuahua,Guerrero
234,Museo Comunitario Abraham González,Historia,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Guerrero
235,Museo Comunitario Ferrocarrilero,Historia,Ayuntamiento de Guerrero,,Chihuahua,Guerrero
236,Palacio Alvarado,Historia,Gobierno del Estado de Chihuahua,,Chihuahua,Hidalgo del Parral
237,Museo de Arte Sacro,Arte,Diósesis de Parral,,Chihuahua,Hidalgo del Parral
238,Museo de Historia Regional de Parral Casa Griensen,Historia,Secretaría de Cultura de Chihuahua,http://secretariadecultura.chihuahua.gob.mx/precinct-detail.php?id=15,Chihuahua,Hidalgo del Parral
239,Museo Mina la Prieta,Ciencia y tecnología,Ayuntamiento de Hidalgo del Parral,,Chihuahua,Hidalgo del Parral
240,Museo Francisco Villa,Historia,,,Chihuahua,Hidalgo del Parral
241,Museo de Sitio Centauro del Norte,Historia,Gobierno del Estado de Chihuahua,,Chihuahua,Hidalgo del Parral
242,Museo de la Revolución en la Frontera  (MUREF),Historia,Secretaría de Cultura/INAH,https://inahchihuahua.wordpress.com/museo-de-la-revolucion-en-la-frontera-muref/,Chihuahua,Juárez
243,Museo de Arte de Ciudad Juárez,Arte,Secretaría de Cultura/INBA,http://www.museodeartejuarez.bellasartes.gob.mx/,Chihuahua,Juárez
244,La Rodadora Espacio Interactivo,Ciencia y tecnología,"Patronato del Museo del Niño de Ciudad Juárez, A.C. ",http://larodadora.org,Chihuahua,Juárez
245,Museo de Arqueología  e Historia de El Chamizal,Arqueología,Ayuntamiento de Juárez,,Chihuahua,Juárez
246,Sala de Arte Germán Valdés Tin Tan ,,Instituto para la Cultura del Municipio de Juárez/Ayuntamiento de Cd. Juárez,,Chihuahua,Juárez
247,Museo Regional del Valle de Juárez,Ciencia y tecnología,"Ayuntamiento de Juárez, Dirección General de Educación y Cultura",,Chihuahua,Juárez
248,Museo de Paleontología,Ciencia y tecnología,Ayuntamiento de Julimes,,Chihuahua,Julimes
249,Museo Ciénega de San Pedro,Historia,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Madera
250,Museo Comunitario Cuarenta Casas,Arqueología,"Museos Comunitarios de Chihuahua, A.C.",,Chihuahua,Madera
251,Museo de sitio de la Zona Arqueológica de Cuarenta Casas,,Secretaría de Cultura / INAH,https://lugares.inah.gob.mx/es/zonas-arqueologicas/zonas/1689-cuarenta-casas.html?lugar_id=1689,Chihuahua,Madera
252,Museo Regional Ojinaga,Ciencia y tecnología,"Patronato Cultural Amigos de Ojinaga, A.C.",,Chihuahua,Ojinaga
253,Museo Casa Habitación de Doña Luz Corral de Villa,Historia,Ayuntamiento de Riva Palacio,,Chihuahua,Riva Palacio
254,Museo Comunitario El Minero,Historia,"Museos Comunitarios de Chihuahua, A.C.",http://museocomunitarioelminero.blogspot.com/,Chihuahua,Santa Bárbara
255,Museo Raíces de Satevó,Historia,Ayuntamiento de Satevó,,Chihuahua,Satevó
256,Museo Tezozómoc,Ciencia y tecnología,IPN/Centro de Difusión de Ciencia y Tecnología,http://www.cedicyt.ipn.mx,Ciudad de México,Azcapotzalco
257,Museo de  Azcapotzalco ,Arte,Alcaldía  Azcapotzalco,http://www.inah.gob.mx/boletines/7498-inauguran-el-museo-de-azcapotzalco,Ciudad de México,Azcapotzalco
258,Museo del Retrato Hablado,Especializado,"Instituto de Investigaciones Humanas, A.C.",,Ciudad de México,Coyoacán
259,Museo Anahuacalli,Arqueología,Fideicomiso Museos Diego Rivera y Frida Kahlo,http://www.museoanahuacalli.org.mx,Ciudad de México,Coyoacán
260,Museo del Ejército y Fuerza Aérea ,Historia,Dirección General de Archivo e Historia de la Secretaría de la Defensa Nacional (SEDENA),https://www.gob.mx/sedena/acciones-y-programas/museo-del-ejercito-y-fuerza-aerea-cd-de-mex,Ciudad de México,Coyoacán
261,Universum Museo de las Ciencias,Ciencia y tecnología,UNAM/Dirección General de Divulgación de la Ciencia,http://www.universum.unam.mx,Ciudad de México,Coyoacán
262,Museo Casa de León Trotsky,Historia,"Instituto del Derecho de Asilo Museo Casa de León Trotsky, A.C.",,Ciudad de México,Coyoacán
263,Museo Frida Kahlo,Arte,Fideicomiso Museos Diego Rivera y Frida Kahlo,http://www.museofridakahlo.org.mx,Ciudad de México,Coyoacán
264,Museo Universitario de Ciencias y Artes (MUCA) ,Arte,UNAM,,Ciudad de México,Coyoacán
265,Museo de Anatomopatología Veterinaria Manuel H. Sarvide,Ciencia y tecnología,UNAM/Facultad de Medicina Veterinaria y Zootecnia,http://www.fmvz.unam.mx/fmvz/departamentos/patologia/museo.html,Ciudad de México,Coyoacán
266,Museo Universitario de Arte Contemporáneo (MUAC),Arte,UNAM,http://www.muac.unam.mx/,Ciudad de México,Coyoacán
267,Museo Nacional de la Acuarela Alfredo Guati Rojo,Arte,"Museo Nacional de la Acuarela Alfredo Guati Rojo, A.C.",http://www.acuarela.org.mx/,Ciudad de México,Coyoacán
268,Museo Nacional de las Intervenciones,Historia,Secretaría de Cultura/INAH,https://www.intervenciones.inah.gob.mx/sitio/index.php,Ciudad de México,Coyoacán
269,Pabellón Nacional de la Biodiversidad,Ciencia y tecnología,UNAM/Instituto de Biología,,Ciudad de México,Coyoacán
270,Museo Nacional de Culturas Populares,Arte,Secretaría de Cultura,http://museoculturaspopulares.gob.mx/,Ciudad de México,Coyoacán
271,Museo Centro Cultural Nacional Pedro Infante ,Historia,Cuajimalpa/Dirección General de Desarrollo Social/Dirección de Cultura Cívica,,Ciudad de México,Cuajimalpa de Morelos
272,Museo Bicentenario del Ex Convento del Desierto de los Leones,Arte,Alcaldía Cuajimalpa/Dirección General de Desarrollo Social,,Ciudad de México,Cuajimalpa de Morelos
273,Museo Miguel Hidalgo,Historia,Alaldía Cuajimalpa de Morelos/Dirección Ejecutiva de  Promoción Deportiva y Turismo Social,,Ciudad de México,Cuajimalpa de Morelos
274,Museo de Geología y Paleontología,Ciencia y tecnología,Instituto Politécnico Nacional,http://www.esiatic.ipn.mx/conocenos/Paginas/Museo.aspx,Ciudad de México,Gustavo A. Madero
275,Museo de Figuras de Cera de la Villa,Especializado,Particular,,Ciudad de México,Gustavo A. Madero
276,Museo de la Basílica de Guadalupe,Arte,Insigne y Nacional Basílica de Santa María de Guadalupe,,Ciudad de México,Gustavo A. Madero
277,Planetario Luis Enrique Erro,Ciencia y tecnología,Instituto Politécnico Nacional (IPN),https://www.ipn.mx/cedicyt/planetario/planetariolee.html,Ciudad de México,Gustavo A. Madero
278,Museo de los Ferrocarrileros,Historia,Secretaría de Cultura de la Ciudad de México,http://www.cultura.cdmx.gob.mx/recintos/mf,Ciudad de México,Gustavo A. Madero
279,El Museo de Historia del Mormonismo en México,Historia,"El Museo de Historia del Mormonismo en México, A.C.",https://www.saladeprensamormona.org.mx/articulo/museo-del-mormonismo-en-m-xico,Ciudad de México,Gustavo A. Madero
280,Museo de las Culturas Pasión por Iztapalapa,Arte,Alcaldía Iztapalapa,,Ciudad de México,Iztapalapa
281,Museo Cabeza de Juárez,Arte,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura ,https://www.facebook.com/Museo-Cabeza-de-Ju%C3%A1rez-1220166298151273,Ciudad de México,Iztapalapa
282,Museo Comunitario de San Miguel Teotongo,Arqueología,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura,,Ciudad de México,Iztapalapa
283,Antiguo Convento de San Juan Evangelista sede del Centro Comunitario Culhuacán,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/289-antiguo-convento-de-san-juan-evangelista-sede-del-centro-comunitario-culhuacan,Ciudad de México,Iztapalapa
284,Museo Fuego Nuevo,Arqueología,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura,,Ciudad de México,Iztapalapa
285,Museo del Servicio de Transportes Eléctricos,,,http://www.ste.cdmx.gob.mx/index.html?page=4&content=36,Ciudad de México,Iztapalapa
286,Museo Regional Altepepialcalli,TND,Alcaldía Milpa Alta,,Ciudad de México,Milpa Alta
287,"Museo Soumaya, Plaza Loreto",Arte,"Fundación Carlos Slim, A.C.",http://www.soumaya.com.mx/,Ciudad de México,Álvaro Obregón
288,Museo de Arte Alvar y Carmen T. de Carrillo Gil,Arte,Secretaría de Cultura/INBA,http://www.museodeartecarrillogil.com,Ciudad de México,Álvaro Obregón
289,Museo Interactivo de la Policía Federal,Especializado,Secretaría de Gobernación (SEGOB)/Comisionado Nacional de Seguridad,http://www.cns.gob.mx/portalWebApp/wlp.c?__c=1e4c6,Ciudad de México,Álvaro Obregón
290,Museo Casa Estudio Diego Rivera y Frida Kahlo,Arte,Secretaría de Cultura/INBA,https://estudiodiegorivera.inba.gob.mx/,Ciudad de México,Álvaro Obregón
291,Centro Cultural Isidro Fabela-Museo Casa del Risco,Arte,Fideicomiso Isidro Fabela/Banco de México/Gobierno del Estado de México,https://www.museocasadelrisco.org.mx/,Ciudad de México,Álvaro Obregón
292,Museo de El Carmen,Arte,Secretaría de Cultura/INAH,https://elcarmen.inah.gob.mx/,Ciudad de México,Álvaro Obregón
293,Museo Andrés Quintana Roo,Arqueología,Alcaldía Tláhuac,,Ciudad de México,Tláhuac
294,Museo Tomás Medina Villarruel,Arqueología,Alcaldía  Tláhuac,http://www.tlahuac.cdmx.gob.mx/museo-tomas-medina-villaruel/,Ciudad de México,Tláhuac
295,Museo Regional Comunitario Cuitláhuac,Arqueología,"Alianza de los Barrios Tizic, Tecpancalco, Atenchincalca y Teopancalco, A. C.",,Ciudad de México,Tláhuac
296,Museo de Sitio de Cuicuilco,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/290-museo-de-sitio-de-cuicuilco,Ciudad de México,Tlalpan
297,Museo de la Casa de Cultura de la UAEMéx ,Historia,Universidad Autónoma del Estado de México,,Ciudad de México,Tlalpan
298,Museo del Tiempo,Ciencia y tecnología,"Museo del Tiempo Tlalpan, A.C.",http://museodeltiempo.com.mx,Ciudad de México,Tlalpan
299,Museo del Heroico Colegio Militar,Historia,Secretaría de la Defensa Nacional (SEDENA),,Ciudad de México,Tlalpan
300,Museo Casa Estudio Federico & Elsa,Arte,Fideicomiso Museo Casa Estudio F. Cantú F. & Elsa E. de Cantú,https://casamuseofedericoyelsa.blogspot.mx,Ciudad de México,Tlalpan
301,Museo Arqueológico de Xochimilco,Arqueología,Alcaldía  Xochimilco,,Ciudad de México,Xochimilco
302,Museo Dolores Olmedo (cerrado temporalmente),Arte,Fideicomiso Museo Dolores Olmedo Patiño,http://www.elolmedo.mx ,Ciudad de México,Xochimilco
303,Museo de Sitio de la Zona Arqueológica de Mixcoac,,Secretaría de Cultura/INAH,https://www.inah.gob.mx/boletines/8411-abre-inah-la-zona-arqueologica-de-mixcoac-una-ventana-al-pasado-de-la-cdmx,Ciudad de México,Benito Juárez
304,Fundación María y Héctor García,Arte,Fundación María y Héctor García,https://www.fundacionmariayhectorgarcia.com/,Ciudad de México,Benito Juárez
305,Museo del Metro,Arqueología,Sistema de Transporte Colectivo Metro,https://www.metro.cdmx.gob.mx/museo-del-metro,Ciudad de México,Benito Juárez
306,Museo Polyforum Siqueiros (Cerrado por remodelación),Arte,"Polyforum Siqueiros, A.C.",http://www.polyforumsiqueiros.com,Ciudad de México,Benito Juárez
307,Casa Museo Benita Galeana,Historia,Alcaldía  Benito Juárez,,Ciudad de México,Benito Juárez
308,Planetario Joaquín Gallo,Ciencia y tecnología,Sociedad Astronómica de México (SAM),,Ciudad de México,Benito Juárez
309,Museo de Arte en Azúcar México,Arte,,,Ciudad de México,Benito Juárez
310,Museo Estelar,,,https://museoestelar.com/,Ciudad de México,Benito Juárez
311,Museo Mexicano del Diseño (MUMEDI),Arte,"Fundación Mumedi, A.C.",http://www.mumedi.org/,Ciudad de México,Cuauhtémoc
312,Museo Interactivo de la Bolsa Mexicana de Valores,,Grupo BMV,http://www.bmv.com.mx/es/Grupo_BMV/Experiencia_Bolsa,Ciudad de México,Cuauhtémoc
313,Galerías de la Antigua Academia de San Carlos,Arte,UNAM/Facultad de Artes y Diseño,http://academiasancarlos.unam.mx/,Ciudad de México,Cuauhtémoc
314,Mundo Chocolate Museo (MUCHO),Especializado,"Fundación MUCHO, A.C.",http://www.mucho.org.mx,Ciudad de México,Cuauhtémoc
315,Museo de lo Increíble Ripley,Especializado,"Atracciones Culturales de México, S.A. de C.V.",http://www.museodecera.com.mx/,Ciudad de México,Cuauhtémoc
316,Museo del Juguete Antiguo México,Especializado,"Conservación y Rescate de la Cultura Popular de México, S.A. de C.V.",http://museodeljuguete.mx/,Ciudad de México,Cuauhtémoc
317,Museo Memoria y Tolerancia,Historia,"Memoria y Tolerancia, A.C.",https://www.myt.org.mx/,Ciudad de México,Cuauhtémoc
318,Museo del Calzado El Borceguí,Especializado,"Museo y Centro Cultural de El Borcegui, A.C.",,Ciudad de México,Cuauhtémoc
319,Casa-Estudio Leonora Carrington (próxima apertura),,Universidad Autónoma Metropolitana (UAM),https://casaleonoracarrington.uam.mx/,Ciudad de México,Cuauhtémoc
